"state_abbrev,""state"",""municipality"",""geocode"",""urb2000"",""rur2000"",""tot2000"",""prop_urb2000"",""prop_rur2000"",""urb2010"",""rur2010"",""tot2010"",""prop_urb2010"",""prop_rur2010"",""pop_estimated2006"",""pop_estimated2017"",""urb2006e"",""rur2006e"",""urb2017e"",""rur2017e"""
"AM,""Amazonas"",""Guajará"",1301654,6220,7000,13220,0.470499243570348,0.529500756429652,7427,6547,13974,0.531487047373694,0.468512952626306,12228,16339,6499.02361528553,5728.97638471447,8683.96686703879,7655.03313296121"
"AM,""Amazonas"",""Humaitá"",1301704,23991,8805,32796,0.731522136845957,0.268477863154043,30501,13726,44227,0.689646595970787,0.310353404029213,28498,53383,19653.5486919755,8844.45130802451,36815.4042327085,16567.5957672915"
"AM,""Amazonas"",""Ipixuna"",1301803,5765,8994,14759,0.390609119859069,0.609390880140931,9499,12755,22254,0.426844612204548,0.573155387795452,17806,28299,7600.39516491417,10205.6048350858,12079.2756807765,16219.7243192235"
"AM,""Amazonas"",""Iranduba"",1301852,9940,22363,32303,0.307711358078197,0.692288641921803,28979,11802,40781,0.710600524754175,0.289399475245825,42812,47407,30422.2296657757,12389.7703342243,33687.4390770212,13719.5609229788"
"AM,""Amazonas"",""Itacoatiara"",1301902,46465,25640,72105,0.6444074613411,0.3555925386589,58157,28682,86839,0.669710613894679,0.330289386105321,81674,99854,54697.944679234,26976.055320766,66873.2836398392,32980.7163601608"
"AM,""Amazonas"",""Itamarati"",1301951,3103,5303,8406,0.369141089697835,0.630858910302165,4472,3566,8038,0.556357302811645,0.443642697188355,7919,8128,4405.79348096541,3513.20651903459,4522.07215725305,3605.92784274695"
"AM,""Amazonas"",""Itapiranga"",1302009,5295,2014,7309,0.724449309071008,0.275550690928992,6451,1760,8211,0.785653391791499,0.214346608208501,8866,9125,6965.60297162343,1900.39702837657,7169.08720009743,1955.91279990257"
"AM,""Amazonas"",""Japurá"",1302108,2283,8002,10285,0.221973748176957,0.778026251823043,3298,4028,7326,0.45017745017745,0.54982254982255,13096,4205,5895.52388752389,7200.47611247611,1892.99617799618,2312.00382200382"
"AM,""Amazonas"",""Juruá"",1302207,3052,3532,6584,0.463547995139733,0.536452004860267,5686,5116,10802,0.526384002962414,0.473615997037586,7687,13956,4046.31383077208,3640.68616922792,7346.21514534346,6609.78485465654"
"AM,""Amazonas"",""Jutaí"",1302306,7725,14775,22500,0.343333333333333,0.656666666666667,10552,7440,17992,0.586482881280569,0.413517118719431,27955,15824,16395.1289461983,11559.8710538017,9280.50511338373,6543.49488661627"
"AM,""Amazonas"",""Lábrea"",1302405,19276,9680,28956,0.665699682276558,0.334300317723442,24207,13494,37701,0.642078459457309,0.357921540542691,26020,44861,16706.8815150792,9313.11848492083,28804.2817697143,16056.7182302857"
"AM,""Amazonas"",""Manacapuru"",1302504,47662,26033,73695,0.64674672637221,0.35325327362779,60174,24967,85141,0.706757026579439,0.293242973420561,84656,96460,59831.222842109,24824.777157891,68173.7827838527,28286.2172161473"
"AM,""Amazonas"",""Manaquiri"",1302553,4165,8546,12711,0.327668948155141,0.672331051844859,7062,15739,22801,0.309723257751853,0.690276742248147,14140,30222,4379.4868646112,9760.5131353888,9360.4562957765,20861.5437042235"
"AM,""Amazonas"",""Manaus"",1302603,1396768,9067,1405835,0.993550452222345,0.00644954777765527,1792881,9133,1802014,0.994931781884048,0.00506821811595248,1688524,2130264,1679966.19207398,8557.80792602059,2119467.35740344,10796.6425965615"
"AM,""Amazonas"",""Manicoré"",1302702,15339,22699,38038,0.403254640096745,0.596745359903255,20349,26668,47017,0.432800901801476,0.567199098198524,38168,54708,16519.1448199587,21648.8551800413,23677.6717357552,31030.3282642448"
"AM,""Amazonas"",""Maraã"",1302801,4521,12558,17079,0.264711048656245,0.735288951343755,8753,8775,17528,0.499372432679142,0.500627567320858,20836,18531,10404.9240073026,10431.0759926974,9253.87054997718,9277.12945002282"
"AM,""Amazonas"",""Maués"",1302900,21179,18857,40036,0.52899890098911,0.47100109901089,25832,26404,52236,0.494524848763305,0.505475151236695,46873,62212,23179.8632360824,23693.1367639176,30765.3798912627,31446.6201087373"
"AM,""Amazonas"",""Nhamundá"",1303007,6308,9047,15355,0.410810810810811,0.589189189189189,7010,11268,18278,0.383521172994857,0.616478827005143,16864,20902,6467.70106138527,10396.2989386147,8016.35955793851,12885.6404420615"
