"state_abbrev,""state"",""municipality"",""geocode"",""urb2000"",""rur2000"",""tot2000"",""prop_urb2000"",""prop_rur2000"",""urb2010"",""rur2010"",""tot2010"",""prop_urb2010"",""prop_rur2010"",""pop_estimated2006"",""pop_estimated2017"",""urb2006e"",""rur2006e"",""urb2017e"",""rur2017e"""
"AM,""Amazonas"",""Nova Olinda do Norte"",1303106,10262,13463,23725,0.432539515279241,0.567460484720759,13626,17070,30696,0.443901485535575,0.556098514464425,31450,36431,13960.7017200938,17489.2982799062,16171.7750195465,20259.2249804535"
"AM,""Amazonas"",""Novo Airão"",1303205,6984,2667,9651,0.72365557973267,0.27634442026733,9499,5224,14723,0.645181009305169,0.354818990694831,6516,18586,4203.99945663248,2312.00054336752,11991.3342389459,6594.66576105413"
"AM,""Amazonas"",""Novo Aripuanã"",1303304,9054,8065,17119,0.528886033062679,0.471113966937321,14074,7377,21451,0.656099948720339,0.343900051279661,21051,25112,13811.5600205119,7239.43997948814,16475.9819122652,8636.01808773484"
"AM,""Amazonas"",""Parintins"",1303403,58125,32025,90150,0.644758735440932,0.355241264559068,69890,32143,102033,0.684974469044329,0.315025530955671,112636,113832,77152.784295277,35483.215704723,77972.013760254,35859.986239746"
"AM,""Amazonas"",""Pauini"",1303502,6970,10122,17092,0.407793119588111,0.592206880411889,9264,8902,18166,0.509963668391501,0.490036331608499,17131,19597,8736.1876032148,8394.8123967852,9993.75800946824,9603.24199053176"
"AM,""Amazonas"",""Presidente Figueiredo"",1303536,8407,8987,17394,0.483327584224445,0.516672415775555,13001,14174,27175,0.478417663293468,0.521582336706532,24781,34574,11855.6681140754,12925.3318859246,16540.8122907084,18033.1877092916"
"AM,""Amazonas"",""Rio Preto da Eva"",1303569,6232,11350,17582,0.354453418268684,0.645546581731316,12205,13514,25719,0.474551887709475,0.525448112290524,25513,32001,12107.2423111318,13405.7576888682,15186.1349585909,16814.8650414091"
"AM,""Amazonas"",""Santa Isabel do Rio Negro"",1303601,4220,6341,10561,0.399583372786668,0.600416627213332,6856,11290,18146,0.37782431389838,0.62217568610162,7077,23765,2673.86266945883,4403.13733054117,8978.994819795,14786.005180205"
"AM,""Amazonas"",""Santo Antônio do Içá"",1303700,7906,20307,28213,0.280225427994187,0.719774572005813,12947,11534,24481,0.528859115232221,0.471140884767779,36098,23075,19090.7563416527,17007.2436583473,12203.4240839835,10871.5759160165"
"AM,""Amazonas"",""São Gabriel da Cachoeira"",1303809,12373,17574,29947,0.413163255083982,0.586836744916018,19054,18842,37896,0.502797128984589,0.497202871015411,34827,44553,17510.9156111463,17316.0843888537,22401.1204876504,22151.8795123496"
"AM,""Amazonas"",""São Paulo de Olivença"",1303908,8770,14343,23113,0.379440141911478,0.620559858088522,14263,17159,31422,0.453917637324168,0.546082362675832,29916,38047,13579.4000381898,16336.5999618102,17270.2043472726,20776.7956527274"
"AM,""Amazonas"",""São Sebastião do Uatumã"",1303957,4717,2443,7160,0.658798882681564,0.341201117318436,5904,4801,10705,0.551517982251284,0.448482017748716,9039,13421,4985.17104156936,4053.82895843064,7401.92283979449,6019.07716020551"
"AM,""Amazonas"",""Silves"",1304005,3363,4422,7785,0.431984585741811,0.568015414258189,4029,4415,8444,0.477143533870204,0.522856466129796,9278,9211,4426.93770724775,4851.06229275225,4394.96909047845,4816.03090952155"
"AM,""Amazonas"",""Tabatinga"",1304062,26637,11282,37919,0.702471056726179,0.297528943273821,36355,15917,52272,0.695496632996633,0.304503367003367,45085,63635,31356.4656986532,13728.5343013468,44257.9282407407,19377.0717592593"
"AM,""Amazonas"",""Tapauá"",1304104,9414,11181,20595,0.457101238164603,0.542898761835397,10618,8459,19077,0.556586465377156,0.443413534622844,17160,17930,9551.02374587199,7608.97625412801,9979.5953242124,7950.4046757876"
"AM,""Amazonas"",""Tefé"",1304203,47698,16759,64457,0.739997207440619,0.260002792559381,50069,11384,61453,0.81475273786471,0.18524726213529,71975,62021,58641.8283078125,13333.1716921875,50531.7795551072,11489.2204448928"
"AM,""Amazonas"",""Tonantins"",1304237,4362,11150,15512,0.281201650335224,0.718798349664776,8899,8180,17079,0.521049241758885,0.478950758241115,19439,18782,10128.676210551,9310.32378944903,9786.34685871538,8995.65314128462"
"AM,""Amazonas"",""Uarini"",1304260,3552,6702,10254,0.346401404330018,0.653598595669982,6795,5096,11891,0.571440585316626,0.428559414683374,13729,13428,7845.30779581196,5883.69220418804,7673.30417963165,5754.69582036835"
"AM,""Amazonas"",""Urucará"",1304302,8098,10274,18372,0.440779446984542,0.559220553015458,9886,7208,17094,0.578331578331578,0.421668421668422,23422,16968,13545.6822276822,9876.31777231777,9813.13022113022,7154.86977886978"
"AM,""Amazonas"",""Urucurituba"",1304401,6759,5505,12264,0.551125244618395,0.448874755381605,10448,7389,17837,0.585748724561305,0.414251275438695,8386,22148,4912.08880417111,3473.91119582889,12973.1627515838,9174.83724841621"
"RR,""Roraima"",""Alto Alegre"",1400050,5195,12712,17907,0.290110012844139,0.709889987155861,4780,11668,16448,0.290612840466926,0.709387159533074,22856,15933,6642.24708171206,16213.7529182879,4630.33438715953,11302.6656128405"
"RR,""Roraima"",""Amajari"",1400027,799,4495,5294,0.150925576123914,0.849074423876086,1219,8108,9327,0.130695829312748,0.869304170687252,6229,11560,814.104320789107,5414.89567921089,1510.84378685537,10049.1562131446"
"RR,""Roraima"",""Boa Vista"",1400100,197098,3470,200568,0.982699134458139,0.0173008655418611,277799,6514,284313,0.97708863119168,0.0229113688083204,249655,332020,243935.062220159,5719.93777984125,324412.967328261,7607.03267173853"
"RR,""Roraima"",""Bonfim"",1400159,3000,6326,9326,0.321681321037958,0.678318678962042,3711,7232,10943,0.339120899204971,0.660879100795029,13220,11945,4483.17828748972,8736.82171251028,4050.79914100338,7894.20085899662"
"RR,""Roraima"",""Cantá"",1400175,1155,7416,8571,0.134756737836892,0.865243262163108,2257,11645,13902,0.16235074090059,0.83764925909941,10826,16877,1757.60912098979,9068.39087901021,2739.99345417925,14137.0065458207"
"RR,""Roraima"",""Caracaraí"",1400209,8236,6050,14286,0.576508469830603,0.423491530169397,10910,7488,18398,0.592999239047723,0.407000760952277,18367,20807,10891.6170235895,7475.38297641048,12338.535166866,8468.46483313404"
"RR,""Roraima"",""Caroebe"",1400233,1977,3715,5692,0.347329585382994,0.652670414617006,3324,4790,8114,0.409662312053241,0.590337687946759,5901,9493,2417.41730342618,3483.58269657382,3888.92432832142,5604.07567167858"
"RR,""Roraima"",""Iracema"",1400282,3228,1553,4781,0.675172558042251,0.324827441957749,4078,4618,8696,0.468951241950322,0.531048758049678,6290,10859,2949.70331186753,3340.29668813247,5092.34153633855,5766.65846366145"
"RR,""Roraima"",""Mucajaí"",1400308,7029,4218,11247,0.624966657775407,0.375033342224593,8935,5857,14792,0.604042725797729,0.395957274202272,11722,16852,7080.58883180097,4641.41116819903,10179.3280151433,6672.67198485668"
"RR,""Roraima"",""Normandia"",1400407,1500,4638,6138,0.244379276637341,0.755620723362659,2311,6629,8940,0.258501118568233,0.741498881431767,5191,10527,1341.8793064877,3849.1206935123,2721.24127516779,7805.75872483221"
"RR,""Roraima"",""Pacaraima"",1400456,2760,4230,6990,0.394849785407725,0.605150214592275,4514,5919,10433,0.43266558036998,0.56733441963002,8435,12375,3649.53417042078,4785.46582957922,5354.2365570785,7020.7634429215"
"RR,""Roraima"",""Rorainópolis"",1400472,7185,10208,17393,0.413097223020755,0.586902776979245,10673,13606,24279,0.439598006507682,0.560401993492318,25913,28215,11391.3031426336,14521.6968573664,12403.2577536142,15811.7422463858"
"RR,""Roraima"",""São João da Baliza"",1400506,3882,1209,5091,0.762522097819682,0.237477902180318,4755,2014,6769,0.702467129561235,0.297532870438765,5494,7740,3859.35440980943,1634.64559019057,5437.09558280396,2302.90441719604"
"RR,""Roraima"",""São Luiz"",1400605,3447,1864,5311,0.649030314441725,0.350969685558275,4455,2295,6750,0.66,0.34,6702,7597,4423.32,2278.68,5014.02,2582.98"
"RR,""Roraima"",""Uiramutã"",1400704,525,5277,5802,0.0904860392967942,0.909513960703206,1138,7237,8375,0.135880597014925,0.864119402985075,6543,9836,889.066746268657,5653.93325373134,1336.52155223881,8499.47844776119"
"PA,""Pará"",""Abaetetuba"",1500107,70843,48309,119152,0.594559889888546,0.405440110111454,82998,58102,141100,0.58822111977321,0.411778880226789,133316,153380,78419.2868036853,54896.7131963147,90221.355350815,63158.644649185"
"PA,""Pará"",""Abel Figueiredo"",1500131,4897,1060,5957,0.822058082927648,0.177941917072352,6034,746,6780,0.889970501474926,0.110029498525074,7131,7231,6346.3796460177,784.620353982301,6435.37669616519,795.623303834808"
"PA,""Pará"",""Acará"",1500206,9745,42381,52126,0.186950849863792,0.813049150136208,12621,40948,53569,0.235602680654856,0.764397319345144,63170,54096,14883.0213369673,48286.9786630327,12745.1626127051,41350.8373872949"
"PA,""Pará"",""Afuá"",1500305,6782,22723,29505,0.229859345873581,0.770140654126419,9478,25564,35042,0.270475429484618,0.729524570515382,36524,38144,9878.84458649621,26645.1554135038,10317.0147822613,27826.9852177387"
"PA,""Pará"",""Água Azul do Norte"",1500347,2827,19257,22084,0.128011229849665,0.871988770150335,4876,20181,25057,0.194596320389512,0.805403679610488,33350,26682,6489.78728499022,26860.2127150098,5192.21902063296,21489.780979367"
"PA,""Pará"",""Alenquer"",1500404,25160,16624,41784,0.602144361478078,0.397855638521922,27722,24904,52626,0.526773838026831,0.473226161973169,39697,55246,20911.3410481511,18785.6589518489,29102.1474556303,26143.8525443697"
"PA,""Pará"",""Almeirim"",1500503,18916,15041,33957,0.557057455016639,0.442942544983361,19965,13649,33614,0.593948949842328,0.406051050157672,34338,33195,20395.0190396858,13942.9809603142,19716.1353900161,13478.8646099839"
"PA,""Pará"",""Altamira"",1500602,62285,15154,77439,0.804310489546611,0.195689510453389,84092,14983,99075,0.848771132980066,0.151228867019934,85649,111435,72696.3987686096,12952.6012313904,94582.8112036336,16852.1887963664"
"PA,""Pará"",""Anajás"",1500701,4613,13709,18322,0.25177382381836,0.74822617618164,9494,15265,24759,0.383456520861101,0.616543479138899,21307,28466,8170.30808998748,13136.6919100125,10915.4733228321,17550.5266771679"
"PA,""Pará"",""Ananindeua"",1500800,392627,942,393569,0.997606518806105,0.00239348119389484,470819,1161,471980,0.997540150006356,0.0024598499936438,498095,516057,496869.761017416,1225.23898258398,514787.57719183,1269.42280816985"
"PA,""Pará"",""Anapu"",1500859,3083,6324,9407,0.327734665674498,0.672265334325502,9833,10710,20543,0.478654529523439,0.521345470476561,6425,27096,3075.35535218809,3349.64464781191,12969.6231319671,14126.3768680329"
"PA,""Pará"",""Augusto Corrêa"",1500909,13356,19655,33011,0.404592408591076,0.595407591408924,18240,22257,40497,0.450403733609897,0.549596266390103,34998,44734,15763.2298688792,19234.7701311208,20148.3606193051,24585.6393806949"
"PA,""Pará"",""Aurora do Pará"",1500958,5022,14706,19728,0.25456204379562,0.74543795620438,8168,18378,26546,0.307692307692308,0.692307692307692,25174,30471,7745.84615384615,17428.1538461538,9375.69230769231,21095.3076923077"
"PA,""Pará"",""Aveiro"",1501006,2980,12538,15518,0.192035056063926,0.807964943936074,3179,12670,15849,0.200580478263613,0.799419521736387,18949,15947,3800.7994826172,15148.2005173828,3198.65688686983,12748.3431131302"
"PA,""Pará"",""Bagre"",1501105,4395,9313,13708,0.320615698861978,0.679384301138022,10661,13203,23864,0.446739859202145,0.553260140797854,13607,29808,6078.78926416359,7528.21073583641,13316.4217230976,16491.5782769024"
"PA,""Pará"",""Baião"",1501204,10865,10254,21119,0.514465647047682,0.485534352952318,18555,18327,36882,0.50309093866927,0.49690906133073,21893,46110,11014.1699202863,10878.8300797137,23197.52318204,22912.47681796"
"PA,""Pará"",""Bannach"",1501253,1189,2591,3780,0.314550264550265,0.685449735449735,1282,2149,3431,0.373651996502477,0.626348003497523,3345,3200,1249.86592830079,2095.13407169921,1195.68638880793,2004.31361119207"
"PA,""Pará"",""Barcarena"",1501303,27767,35501,63268,0.438879054182209,0.561120945817791,36297,63562,99859,0.363482510339579,0.636517489660421,76071,121190,27650.4780440421,48420.5219559579,44050.4454280536,77139.5545719464"
"PA,""Pará"",""Belém"",1501402,1272354,8260,1280614,0.993549968999246,0.00645003100075433,1381475,11924,1393399,0.991442508570768,0.00855749142923169,1428368,1452275,1416144.75308221,12223.2469177889,1439847.16913461,12427.8308653873"
"PA,""Pará"",""Belterra"",1501451,5126,9468,14594,0.351240235713307,0.648759764286693,6852,9466,16318,0.419904400049026,0.580095599950974,17659,17249,7415.09180046574,10243.9081995343,7242.93099644564,10006.0690035544"
"PA,""Pará"",""Benevides"",1501501,20912,14634,35546,0.588308107803972,0.411691892196028,28912,22739,51651,0.559756829490233,0.440243170509767,45774,60990,25622.3091130859,20151.6908869141,34139.5690306093,26850.4309693907"
"PA,""Pará"",""Bom Jesus do Tocantins"",1501576,6180,6926,13106,0.471539752784984,0.528460247215016,8158,7140,15298,0.533272323179501,0.466727676820499,14232,16517,7589.53170349065,6642.46829650935,8808.05896195581,7708.94103804419"
"PA,""Pará"",""Bonito"",1501600,2582,7232,9814,0.263093539841043,0.736906460158957,3827,9803,13630,0.280777696258254,0.719222303741746,10762,15834,3021.72956713133,7740.27043286867,4445.83404255319,11388.1659574468"
"PA,""Pará"",""Bragança"",1501709,56572,37207,93779,0.603248061932842,0.396751938067158,72621,40606,113227,0.641375290345942,0.358624709654058,103751,124184,66543.3277486819,37207.6722513181,79648.5490563205,44535.4509436795"
"PA,""Pará"",""Brasil Novo"",1501725,4371,12822,17193,0.254231373233293,0.745768626766707,6899,8791,15690,0.439706819630338,0.560293180369662,21386,14689,9403.5700446144,11982.4299553856,6458.85347355003,8230.14652644997"
"PA,""Pará"",""Brejo Grande do Araguaia"",1501758,4255,3209,7464,0.570069667738478,0.429930332261522,4308,3009,7317,0.588765887658877,0.411234112341123,8243,7182,4853.19721197212,3389.80278802788,4228.51660516605,2953.48339483395"
"PA,""Pará"",""Breu Branco"",1501782,15952,16494,32446,0.491647660728595,0.508352339271405,29308,23185,52493,0.558322061989218,0.441677938010782,46250,64194,25822.3953670013,20427.6046329987,35840.9264473358,28353.0735526642"
"PA,""Pará"",""Breves"",1501808,40285,39873,80158,0.502569924399311,0.497430075600689,46560,46300,92860,0.501399956924402,0.498600043075598,86084,99896,43162.5138918802,42921.4861081198,50087.8500969201,49808.1499030799"
"PA,""Pará"",""Bujaru"",1501907,6883,14149,21032,0.327263217953595,0.672736782046406,8099,17596,25695,0.315197509243043,0.684802490756957,26143,28331,8240.20848414088,17902.7915158591,8929.86063436466,19401.1393656353"
"PA,""Pará"",""Cachoeira do Arari"",1502004,5832,9951,15783,0.369511499714883,0.630488500285117,7356,13087,20443,0.359829770581617,0.640170229418383,17658,23110,6353.8740889302,11304.1259110698,8315.66599814117,14794.3340018588"
"PA,""Pará"",""Cachoeira do Piriá"",1501956,2393,13044,15437,0.155017166547904,0.844982833452096,5532,20952,26484,0.20888083371092,0.79111916628908,20759,32947,4336.15722700498,16422.842772995,6881.99682827368,26065.0031717263"
"PA,""Pará"",""Cametá"",1502103,40417,57207,97624,0.414006801606162,0.585993198393838,52838,68058,120896,0.437053335097935,0.562946664902065,106816,134100,46684.2890418211,60131.7109581789,58608.8522366331,75491.1477633669"
"PA,""Pará"",""Canaã dos Carajás"",1502152,3924,6998,10922,0.3592748580846,0.6407251419154,20727,5989,26716,0.775827219643659,0.224172780356341,13870,36027,10760.7235364576,3109.27646354245,27950.7272421021,8076.27275789789"
"PA,""Pará"",""Capanema"",1502202,46329,10790,57119,0.811096132635375,0.188903867364625,50732,12907,63639,0.797184116658024,0.202815883341976,61519,67150,49041.969672685,12477.030327315,53530.9134335863,13619.0865664137"
"PA,""Pará"",""Capitão Poço"",1502301,21121,28648,49769,0.424380638550101,0.575619361449899,21441,30452,51893,0.413177114447035,0.586822885552965,52960,52839,21881.859981115,31078.140018885,21831.8655502669,31007.1344497331"
"PA,""Pará"",""Castanhal"",1502400,121249,13247,134496,0.901506364501547,0.0984936354984535,153378,19771,173149,0.885815107219793,0.114184892780207,158462,195253,140368.033520263,18093.9664797371,172958.057129986,22294.9428700137"
"PA,""Pará"",""Chaves"",1502509,1233,16117,17350,0.0710662824207493,0.928933717579251,2510,18495,21005,0.119495358248036,0.880504641751964,17313,23066,2068.82313734825,15244.1768626517,2756.2799333492,20309.7200666508"
"PA,""Pará"",""Colares"",1502608,3238,7394,10632,0.304552294958616,0.695447705041385,3661,7720,11381,0.321676478341095,0.678323521658905,12328,11759,3965.62762498902,8362.37237501098,3782.59370881293,7976.40629118707"
"PA,""Pará"",""Conceição do Araguaia"",1502707,29370,14016,43386,0.676946480431476,0.323053519568524,32464,13093,45557,0.712601795552824,0.287398204447176,44375,46571,31621.7046776566,12753.2953223434,33186.5782206906,13384.4217793094"
"PA,""Pará"",""Concórdia do Pará"",1502756,10848,10108,20956,0.517656041229242,0.482343958770758,15088,13128,28216,0.53473206691239,0.46526793308761,25176,32395,13462.4145165863,11713.5854834137,17322.6453076269,15072.3546923731"
"PA,""Pará"",""Cumaru do Norte"",1502764,1374,4604,5978,0.229842756774841,0.770157243225159,2711,7755,10466,0.259029237531053,0.740970762468947,6207,13093,1607.79447735525,4599.20552264475,3391.46980699408,9701.53019300592"
"PA,""Pará"",""Curionópolis"",1502772,13250,6236,19486,0.679975366930104,0.320024633069896,12530,5758,18288,0.685148731408574,0.314851268591426,13785,17453,9444.77526246719,4340.22473753281,11957.9008092738,5495.09919072616"
"PA,""Pará"",""Curralinho"",1502806,5400,14616,20016,0.26978417266187,0.73021582733813,10930,17619,28549,0.382850537672073,0.617149462327927,23573,33490,9024.93572454377,14548.0642754562,12821.6645066377,20668.3354933623"
"PA,""Pará"",""Curuá"",1502855,2933,6291,9224,0.317974848222029,0.682025151777971,5781,6473,12254,0.471764321854088,0.528235678145912,9945,13996,4691.69618083891,5253.30381916109,6602.81344866982,7393.18655133018"
"PA,""Pará"",""Curuçá"",1502905,9943,16217,26160,0.380084097859327,0.619915902140673,12174,22120,34294,0.354989210940689,0.645010789059311,30343,38959,10771.4376275733,19571.5623724267,13830.0246690383,25128.9753309617"
"PA,""Pará"",""Dom Eliseu"",1502939,23801,15728,39529,0.60211490298262,0.39788509701738,32516,18803,51319,0.633605487246439,0.366394512753561,50739,58071,32148.5088173971,18590.4911826029,36794.104249888,21276.895750112"
"PA,""Pará"",""Eldorado do Carajás"",1502954,14112,15496,29608,0.476627938395028,0.523372061604972,16578,15208,31786,0.521550368086579,0.478449631913421,43013,32892,22433.445982508,20579.554017492,17154.8347071038,15737.1652928962"
"PA,""Pará"",""Faro"",1503002,4918,5119,10037,0.489987047922686,0.510012952077314,6128,2049,8177,0.749419102360279,0.250580897639721,15043,7009,11273.5115568057,3769.48844319432,5252.67848844319,1756.32151155681"
"PA,""Pará"",""Floresta do Araguaia"",1503044,4874,9410,14284,0.341220946513582,0.658779053486418,8714,9054,17768,0.490432237730752,0.509567762269248,15342,19746,7524.2113912652,7817.7886087348,9684.07496623143,10061.9250337686"
"PA,""Pará"",""Garrafão do Norte"",1503077,7018,17203,24221,0.289748565294579,0.710251434705421,8607,16427,25034,0.343812415115443,0.656187584884557,26991,25363,9279.84089638092,17711.1591036191,8720.11428457298,16642.885715427"
"PA,""Pará"",""Goianésia do Pará"",1503093,14878,7807,22685,0.65585188450518,0.34414811549482,21082,9354,30436,0.692666579051124,0.307333420948876,31293,39352,21675.6152582468,9617.38474175319,27257.8152188198,12094.1847811802"
"PA,""Pará"",""Gurupá"",1503101,6593,16505,23098,0.28543596848212,0.71456403151788,9580,19482,29062,0.32964007982933,0.67035992017067,26150,32458,8620.08808753699,17529.911912463,10699.4577111004,21758.5422888996"
"PA,""Pará"",""Igarapé-Açu"",1503200,19489,12911,32400,0.601512345679012,0.398487654320988,21207,14680,35887,0.590938222754758,0.409061777245242,36164,37753,21370.6898877031,14793.3101122969,22309.6907236604,15443.3092763396"
"PA,""Pará"",""Igarapé-Miri"",1503309,24983,27621,52604,0.474925861151243,0.525074138848757,26205,31872,58077,0.45121132289891,0.54878867710109,60558,60994,27324.4552921122,33233.5447078878,27521.1834288961,33472.8165711039"
"PA,""Pará"",""Inhangapi"",1503408,2036,5645,7681,0.265069652389012,0.734930347610988,2771,7266,10037,0.276078509514795,0.723921490485205,8430,11388,2327.34183520972,6102.65816479028,3143.98206635449,8244.01793364551"
"PA,""Pará"",""Ipixuna do Pará"",1503457,4991,20147,25138,0.198544036916222,0.801455963083778,12227,39082,51309,0.238301272681206,0.761698727318794,36851,62237,8781.64019957512,28069.3598004249,14831.1563078602,47405.8436921398"
"PA,""Pará"",""Irituia"",1503507,5826,24692,30518,0.190903728946851,0.809096271053149,6524,24840,31364,0.208009182502232,0.791990817497768,30080,31673,6256.91620966713,23823.0837903329,6588.27483739319,25084.7251626068"
"PA,""Pará"",""Itaituba"",1503606,64486,30264,94750,0.680591029023747,0.319408970976253,70682,26811,97493,0.724995640712667,0.275004359287333,96515,98523,69972.954263383,26542.045736617,71428.745509934,27094.254490066"
"PA,""Pará"",""Itupiranga"",1503705,14754,34901,49655,0.297130198368744,0.702869801631256,20490,30730,51220,0.400039047247169,0.599960952752831,65229,51835,26094.1470128856,39134.8529871144,20736.024014057,31098.975985943"
"PA,""Pará"",""Jacareacanga"",1503754,5670,18354,24024,0.236013986013986,0.763986013986014,4930,9173,14103,0.34957101325959,0.65042898674041,34683,8059,12124.1714528824,22558.8285471176,2817.19279585904,5241.80720414096"
"PA,""Pará"",""Jacundá"",1503804,34518,6028,40546,0.851329354313619,0.148670645686381,45683,5677,51360,0.889466510903427,0.110533489096573,48368,57526,43021.7161993769,5346.28380062305,51167.4505062305,6358.54949376947"
"PA,""Pará"",""Juruti"",1503903,10780,20418,31198,0.345534970190397,0.654465029809603,15852,31234,47086,0.336660578515907,0.663339421484093,37064,56325,12477.9876821136,24586.0123178864,18962.4070849085,37362.5929150915"
"PA,""Pará"",""Limoeiro do Ajuru"",1504000,3770,15794,19564,0.192700879165815,0.807299120834185,6197,18824,25021,0.247671955557332,0.752328044442668,21847,28138,5410.88921306103,16436.110786939,6968.9934854722,21169.0065145278"
"PA,""Pará"",""Mãe do Rio"",1504059,18738,6613,25351,0.739142440140428,0.260857559859572,23052,4852,27904,0.826118119266055,0.173881880733945,22580,29260,18653.7471330275,3926.25286697248,24172.2161697248,5087.78383027523"
"PA,""Pará"",""Magalhães Barata"",1504109,3978,3715,7693,0.517093461588457,0.482906538411543,3795,4320,8115,0.467652495378928,0.532347504621072,7961,8316,3722.98151571164,4238.01848428836,3888.99815157116,4427.00184842884"
"PA,""Pará"",""Marabá"",1504208,134373,33647,168020,0.799744078085942,0.200255921914058,186270,47399,233669,0.797153238127437,0.202846761872563,200801,271594,160069.167369227,40731.8326307726,216502.036555983,55091.963444017"
"PA,""Pará"",""Maracanã"",1504307,11712,15859,27571,0.424794167784991,0.575205832215009,11656,16720,28376,0.410769664505216,0.589230335494784,29046,28679,11931.2156752185,17114.7843247815,11780.4632083451,16898.5367916549"
"PA,""Pará"",""Marapanim"",1504406,9490,15228,24718,0.383930738732907,0.616069261267093,11704,14901,26605,0.439917308776546,0.560082691223454,28141,27569,12379.7129862808,15761.2870137192,12128.0802856606,15440.9197143394"
"PA,""Pará"",""Marituba"",1504422,64884,9545,74429,0.871756976447353,0.128243023552647,107123,1123,108246,0.98962548269682,0.0103745173031798,101356,127858,100304.480424219,1051.5195757811,126531.53496665,1326.46503334997"
"PA,""Pará"",""Medicilândia"",1504455,6759,14620,21379,0.316151363487534,0.683848636512466,9559,17769,27328,0.349787763466042,0.650212236533958,22631,30726,7916.046875,14714.953125,10747.5788202576,19978.4211797424"
"PA,""Pará"",""Melgaço"",1504505,3180,17884,21064,0.150968477022408,0.849031522977592,5503,19305,24808,0.221823605288617,0.778176394711383,25887,26897,5742.34767010642,20144.6523298936,5966.38951144792,20930.6104885521"
"PA,""Pará"",""Mocajuba"",1504604,14561,5981,20542,0.708840424496154,0.291159575503846,18279,8452,26731,0.683812801616101,0.316187198383899,22054,30277,15080.8075268415,6973.19247315851,20703.8001945307,9573.19980546931"
"PA,""Pará"",""Moju"",1504703,17626,35315,52941,0.33293666534444,0.66706333465556,25162,44856,70018,0.359364734782484,0.640635265217515,62223,79825,22360.7518923705,39862.2481076295,28686.2899540118,51138.7100459882"
"NA,NA,""Mojuí dos Campos"",1504752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15646,NA,NA,NA,NA"
"PA,""Pará"",""Monte Alegre"",1504802,20921,40413,61334,0.341099553265725,0.658900446734275,24565,30897,55462,0.442915870325628,0.557084129674372,69372,56466,30725.9597562295,38646.0402437705,25009.6875338069,31456.3124661931"
"PA,""Pará"",""Muaná"",1504901,7637,17830,25467,0.299878273844583,0.700121726155417,14521,19683,34204,0.42454098935797,0.57545901064203,27758,39231,11784.4087825985,15973.5912174015,16655.1675535025,22575.8324464975"
"PA,""Pará"",""Nova Esperança do Piriá"",1504950,5255,13638,18893,0.278145344836712,0.721854655163288,7964,12194,20158,0.395078876872706,0.604921123127294,27943,20789,11039.689056454,16903.310943546,8213.29477130668,12575.7052286933"
"PA,""Pará"",""Nova Ipixuna"",1504976,5207,6659,11866,0.43881678745997,0.56118321254003,7726,6919,14645,0.527552065551383,0.472447934448617,14348,16221,7569.31703653124,6778.68296346876,8557.42205530898,7663.57794469102"
"PA,""Pará"",""Nova Timboteua"",1505007,4985,6421,11406,0.437050675083289,0.56294932491671,5520,8150,13670,0.403803950256035,0.596196049743965,12869,14942,5196.55303584492,7672.44696415508,6033.63862472568,8908.36137527432"
"PA,""Pará"",""Novo Progresso"",1505031,9628,15320,24948,0.385922719256053,0.614077280743947,17717,7407,25124,0.705182295812769,0.294817704187231,39245,25071,27674.8791991721,11570.1208008279,17679.6253383219,7391.37466167808"
"PA,""Pará"",""Novo Repartimento"",1505064,15524,26293,41817,0.371236578425042,0.628763421574958,27950,34100,62050,0.45044319097502,0.54955680902498,51627,73802,23255.0306204674,28371.9693795326,33243.6083803384,40558.3916196616"
"PA,""Pará"",""Óbidos"",1505106,22978,23512,46490,0.494256829425683,0.505743170574317,25466,23867,49333,0.516206190582369,0.483793809417631,49582,50727,25594.535341455,23987.464658545,26185.5914296718,24541.4085703282"
"PA,""Pará"",""Oeiras do Pará"",1505205,7980,15275,23255,0.343152010320361,0.656847989679639,11432,17163,28595,0.399790173107187,0.600209826892813,26554,31619,10616.0282566882,15937.9717433118,12640.9654834761,18978.0345165239"
"PA,""Pará"",""Oriximiná"",1505304,29181,19151,48332,0.603761483075395,0.396238516924605,40147,22647,62794,0.639344523362105,0.360655476637895,53999,71078,34523.9649170303,19475.0350829697,45443.3300315317,25634.6699684683"
"PA,""Pará"",""Ourém"",1505403,6516,7881,14397,0.452594290477183,0.547405709522817,7438,8873,16311,0.456011280730795,0.543988719269205,15605,17356,7116.05603580406,8488.94396419594,7914.53178836368,9441.46821163632"
"PA,""Pará"",""Ourilândia do Norte"",1505437,9689,9782,19471,0.497611832982384,0.502388167017616,19913,7446,27359,0.727840929858547,0.272159070141453,20054,31921,14596.1220073833,5457.87799261669,23233.4103220147,8687.58967798531"
"PA,""Pará"",""Pacajá"",1505486,7604,21284,28888,0.263223483799502,0.736776516200498,13747,26232,39979,0.343855524150179,0.656144475849821,31179,46383,10721.0713874784,20457.9286125216,15949.0507766577,30433.9492233423"
"PA,""Pará"",""Palestina do Pará"",1505494,3840,3704,7544,0.509013785790032,0.490986214209968,4546,2929,7475,0.608160535117057,0.391839464882943,9033,7386,5493.51411371237,3539.48588628763,4491.87371237458,2894.12628762542"
