"state_abbrev,""state"",""municipality"",""geocode"",""period"",""zone"",""disease"",""cases"",""inc"""
"RO,""Rondônia"",""Cabixi"",1100031,""2015-2019"",""total"",""CL"",22,70.694087403599"
"RO,""Rondônia"",""Cacaulândia"",1100601,""2015-2019"",""total"",""CL"",25,77.3993808049536"
"RO,""Rondônia"",""Cacoal"",1100049,""2015-2019"",""total"",""CL"",213,48.1317861864033"
"RO,""Rondônia"",""Campo Novo de Rondônia"",1100700,""2015-2019"",""total"",""CL"",74,102.181717757526"
"RO,""Rondônia"",""Candeias do Jamari"",1100809,""2015-2019"",""total"",""CL"",67,53.0357001503998"
"RO,""Rondônia"",""Castanheiras"",1100908,""2015-2019"",""total"",""CL"",33,185.915492957746"
"RO,""Rondônia"",""Cerejeiras"",1100056,""2015-2019"",""total"",""CL"",44,49.0688078510093"
"RO,""Rondônia"",""Chupinguaia"",1100924,""2015-2019"",""total"",""CL"",118,222.788634003587"
"RO,""Rondônia"",""Colorado do Oeste"",1100064,""2015-2019"",""total"",""CL"",49,53.0676341582282"
"RO,""Rondônia"",""Corumbiara"",1100072,""2015-2019"",""total"",""CL"",55,127.035454440467"
"RO,""Rondônia"",""Costa Marques"",1100080,""2015-2019"",""total"",""CL"",121,139.080459770115"
"RO,""Rondônia"",""Cujubim"",1100940,""2015-2019"",""total"",""CL"",136,121.195918549214"
"RO,""Rondônia"",""Espigão D'Oeste"",1100098,""2015-2019"",""total"",""CL"",244,147.744474719952"
"RO,""Rondônia"",""Governador Jorge Teixeira"",1101005,""2015-2019"",""total"",""CL"",47,96.4597229348384"
"RO,""Rondônia"",""Guajará-Mirim"",1100106,""2015-2019"",""total"",""CL"",88,37.0908937640935"
"RO,""Rondônia"",""Itapuã do Oeste"",1101104,""2015-2019"",""total"",""CL"",13,25.2182347235693"
"RO,""Rondônia"",""Jaru"",1100114,""2015-2019"",""total"",""CL"",84,30.0692667036566"
"RO,""Rondônia"",""Ji-Paraná"",1100122,""2015-2019"",""total"",""CL"",205,30.9044449637061"
"RO,""Rondônia"",""Machadinho D'Oeste"",1100130,""2015-2019"",""total"",""CL"",212,109.818954129866"
"RO,""Rondônia"",""Ministro Andreazza"",1101203,""2015-2019"",""total"",""CL"",26,48.3675937122128"
"RO,""Rondônia"",""Mirante da Serra"",1101302,""2015-2019"",""total"",""CL"",36,58.7371512481645"
"RO,""Rondônia"",""Monte Negro"",1101401,""2015-2019"",""total"",""CL"",56,69.1956011367849"
"RO,""Rondônia"",""Nova Brasilândia D'Oeste"",1100148,""2015-2019"",""total"",""CL"",45,41.3850186232584"
"RO,""Rondônia"",""Nova Mamoré"",1100338,""2015-2019"",""total"",""CL"",125,86.5321380360666"
"RO,""Rondônia"",""Nova União"",1101435,""2015-2019"",""total"",""CL"",12,30.8920066932681"
"RO,""Rondônia"",""Novo Horizonte do Oeste"",1100502,""2015-2019"",""total"",""CL"",32,63.6752561934136"
"RO,""Rondônia"",""Ouro Preto do Oeste"",1100155,""2015-2019"",""total"",""CL"",39,19.6181996529088"
"RO,""Rondônia"",""Parecis"",1101450,""2015-2019"",""total"",""CL"",65,220.189701897019"
"RO,""Rondônia"",""Pimenta Bueno"",1100189,""2015-2019"",""total"",""CL"",246,129.300149798954"
"RO,""Rondônia"",""Pimenteiras do Oeste"",1101468,""2015-2019"",""total"",""CL"",5,41.49377593361"
"RO,""Rondônia"",""Porto Velho"",1100205,""2015-2019"",""total"",""CL"",713,27.4528527094772"
"RO,""Rondônia"",""Presidente Médici"",1100254,""2015-2019"",""total"",""CL"",39,35.2558307720123"
"RO,""Rondônia"",""Primavera de Rondônia"",1101476,""2015-2019"",""total"",""CL"",10,58.633831720903"
"RO,""Rondônia"",""Rio Crespo"",1100262,""2015-2019"",""total"",""CL"",18,94.0193261948289"
"RO,""Rondônia"",""Rolim de Moura"",1100288,""2015-2019"",""total"",""CL"",257,90.0585205172233"
"RO,""Rondônia"",""Santa Luzia D'Oeste"",1100296,""2015-2019"",""total"",""CL"",47,114.662112710417"
"RO,""Rondônia"",""São Felipe D'Oeste"",1101484,""2015-2019"",""total"",""CL"",18,60.0600600600601"
"RO,""Rondônia"",""São Francisco do Guaporé"",1101492,""2015-2019"",""total"",""CL"",148,150.299583629532"
"RO,""Rondônia"",""São Miguel do Guaporé"",1100320,""2015-2019"",""total"",""CL"",104,86.0179479756834"
"RO,""Rondônia"",""Seringueiras"",1101500,""2015-2019"",""total"",""CL"",39,61.6454595748044"
"RO,""Rondônia"",""Teixeirópolis"",1101559,""2015-2019"",""total"",""CL"",6,24.3358345163253"
"RO,""Rondônia"",""Theobroma"",1101609,""2015-2019"",""total"",""CL"",24,42.2907488986784"
"RO,""Rondônia"",""Urupá"",1101708,""2015-2019"",""total"",""CL"",14,21.3642606439799"
"RO,""Rondônia"",""Vale do Anari"",1101757,""2015-2019"",""total"",""CL"",22,39.4654229078841"
"RO,""Rondônia"",""Vale do Paraíso"",1101807,""2015-2019"",""total"",""CL"",28,69.5911519821051"
"RO,""Rondônia"",""Vilhena"",1100304,""2015-2019"",""total"",""CL"",439,91.8121928265189"
"AC,""Acre"",""Acrelândia"",1200013,""2015-2019"",""total"",""CL"",71,98.8444939440345"
"AC,""Acre"",""Assis Brasil"",1200054,""2015-2019"",""total"",""CL"",393,1125.10735757229"
"AC,""Acre"",""Brasiléia"",1200104,""2015-2019"",""total"",""CL"",381,307.692307692308"
"AC,""Acre"",""Bujari"",1200138,""2015-2019"",""total"",""CL"",105,217.301324503311"
"AC,""Acre"",""Capixaba"",1200179,""2015-2019"",""total"",""CL"",218,391.522988505747"
"AC,""Acre"",""Cruzeiro do Sul"",1200203,""2015-2019"",""total"",""CL"",266,64.3896298806613"
"AC,""Acre"",""Epitaciolândia"",1200252,""2015-2019"",""total"",""CL"",233,268.742791234141"
"AC,""Acre"",""Feijó"",1200302,""2015-2019"",""total"",""CL"",270,166.872682323857"
"AC,""Acre"",""Jordão"",1200328,""2015-2019"",""total"",""CL"",71,180.707559175363"
"AC,""Acre"",""Mâncio Lima"",1200336,""2015-2019"",""total"",""CL"",175,195.421552205472"
"AC,""Acre"",""Manoel Urbano"",1200344,""2015-2019"",""total"",""CL"",146,328.606797209093"
"AC,""Acre"",""Marechal Thaumaturgo"",1200351,""2015-2019"",""total"",""CL"",190,212.326088171202"
"AC,""Acre"",""Plácido de Castro"",1200385,""2015-2019"",""total"",""CL"",189,204.213938411669"
"AC,""Acre"",""Porto Acre"",1200807,""2015-2019"",""total"",""CL"",74,84.770032647918"
"AC,""Acre"",""Porto Walter"",1200393,""2015-2019"",""total"",""CL"",63,110.983880912534"
"AC,""Acre"",""Rio Branco"",1200401,""2015-2019"",""total"",""CL"",1037,54.0888737048271"
"AC,""Acre"",""Rodrigues Alves"",1200427,""2015-2019"",""total"",""CL"",51,56.8403455001393"
"AC,""Acre"",""Santa Rosa do Purus"",1200435,""2015-2019"",""total"",""CL"",90,288.92455858748"
"AC,""Acre"",""Sena Madureira"",1200500,""2015-2019"",""total"",""CL"",495,229.490716057396"
"AC,""Acre"",""Senador Guiomard"",1200450,""2015-2019"",""total"",""CL"",74,68.6711210096511"
"AC,""Acre"",""Tarauacá"",1200609,""2015-2019"",""total"",""CL"",93,46.472116729962"
"AC,""Acre"",""Xapuri"",1200708,""2015-2019"",""total"",""CL"",458,504.016727192693"
"AM,""Amazonas"",""Alvarães"",1300029,""2015-2019"",""total"",""CL"",5,6.28614533568016"
"AM,""Amazonas"",""Amaturá"",1300060,""2015-2019"",""total"",""CL"",5,8.89521437466643"
"AM,""Amazonas"",""Anamã"",1300086,""2015-2019"",""total"",""CL"",7,10.7874865156419"
"AM,""Amazonas"",""Anori"",1300102,""2015-2019"",""total"",""CL"",6,5.941770647653"
"AM,""Amazonas"",""Apuí"",1300144,""2015-2019"",""total"",""CL"",98,91.563113145847"
"AM,""Amazonas"",""Atalaia do Norte"",1300201,""2015-2019"",""total"",""CL"",76,79.7732759525559"
"AM,""Amazonas"",""Autazes"",1300300,""2015-2019"",""total"",""CL"",83,43.1684610183596"
"AM,""Amazonas"",""Barcelos"",1300409,""2015-2019"",""total"",""CL"",83,59.834913311466"
"AM,""Amazonas"",""Barreirinha"",1300508,""2015-2019"",""total"",""CL"",83,52.6282417094667"
"AM,""Amazonas"",""Benjamin Constant"",1300607,""2015-2019"",""total"",""CL"",18,8.71059062643664"
"AM,""Amazonas"",""Beruri"",1300631,""2015-2019"",""total"",""CL"",3,3.16155548529877"
"AM,""Amazonas"",""Boa Vista do Ramos"",1300680,""2015-2019"",""total"",""CL"",16,17.3132067305091"
"AM,""Amazonas"",""Boca do Acre"",1300706,""2015-2019"",""total"",""CL"",248,145.131086142322"
"AM,""Amazonas"",""Borba"",1300805,""2015-2019"",""total"",""CL"",56,27.6789244760775"
"AM,""Amazonas"",""Caapiranga"",1300839,""2015-2019"",""total"",""CL"",24,37.4414976599064"
"AM,""Amazonas"",""Canutama"",1300904,""2015-2019"",""total"",""CL"",40,51.6462233699161"
"AM,""Amazonas"",""Carauari"",1301001,""2015-2019"",""total"",""CL"",54,38.1127148251403"
"AM,""Amazonas"",""Careiro"",1301100,""2015-2019"",""total"",""CL"",24,12.8345677691917"
"AM,""Amazonas"",""Careiro da Várzea"",1301159,""2015-2019"",""total"",""CL"",5,3.42583076396026"
"AM,""Amazonas"",""Coari"",1301209,""2015-2019"",""total"",""CL"",31,7.31459852292301"
"AM,""Amazonas"",""Codajás"",1301308,""2015-2019"",""total"",""CL"",4,2.87593917388647"
"AM,""Amazonas"",""Eirunepé"",1301407,""2015-2019"",""total"",""CL"",137,78.5370327906443"
"AM,""Amazonas"",""Envira"",1301506,""2015-2019"",""total"",""CL"",170,174.43053560435"
"AM,""Amazonas"",""Fonte Boa"",1301605,""2015-2019"",""total"",""CL"",5,5.08414255935736"
"AM,""Amazonas"",""Guajará"",1301654,""2015-2019"",""total"",""CL"",50,61.2032560132199"
"AM,""Amazonas"",""Humaitá"",1301704,""2015-2019"",""total"",""CL"",198,74.1809190191634"
"AM,""Amazonas"",""Ipixuna"",1301803,""2015-2019"",""total"",""CL"",54,38.1638927170571"
"AM,""Amazonas"",""Iranduba"",1301852,""2015-2019"",""total"",""CL"",27,11.3907228890248"
"AM,""Amazonas"",""Itacoatiara"",1301902,""2015-2019"",""total"",""CL"",386,77.3128768001282"
"AM,""Amazonas"",""Itamarati"",1301951,""2015-2019"",""total"",""CL"",7,17.2244094488189"
"AM,""Amazonas"",""Itapiranga"",1302009,""2015-2019"",""total"",""CL"",17,37.2602739726027"
"AM,""Amazonas"",""Japurá"",1302108,""2015-2019"",""total"",""CL"",13,61.8311533888228"
"AM,""Amazonas"",""Juruá"",1302207,""2015-2019"",""total"",""CL"",5,7.16537689882488"
"AM,""Amazonas"",""Jutaí"",1302306,""2015-2019"",""total"",""CL"",5,6.31951466127401"
"AM,""Amazonas"",""Lábrea"",1302405,""2015-2019"",""total"",""CL"",184,82.0311629254809"
"AM,""Amazonas"",""Manacapuru"",1302504,""2015-2019"",""total"",""CL"",99,20.5266431681526"
"AM,""Amazonas"",""Manaquiri"",1302553,""2015-2019"",""total"",""CL"",2,1.32353914367017"
"AM,""Amazonas"",""Manaus"",1302603,""2015-2019"",""total"",""CL"",2301,21.6029562533095"
"AM,""Amazonas"",""Manicoré"",1302702,""2015-2019"",""total"",""CL"",148,54.1054324778826"
"AM,""Amazonas"",""Maraã"",1302801,""2015-2019"",""total"",""CL"",7,7.55490799201338"
"AM,""Amazonas"",""Maués"",1302900,""2015-2019"",""total"",""CL"",133,42.7570243682891"
"AM,""Amazonas"",""Nhamundá"",1303007,""2015-2019"",""total"",""CL"",81,77.5045450196153"
"AM,""Amazonas"",""Nova Olinda do Norte"",1303106,""2015-2019"",""total"",""CL"",45,24.7042354039143"
"AM,""Amazonas"",""Novo Airão"",1303205,""2015-2019"",""total"",""CL"",59,63.4886473689874"
"AM,""Amazonas"",""Novo Aripuanã"",1303304,""2015-2019"",""total"",""CL"",85,67.696718700223"
"AM,""Amazonas"",""Parintins"",1303403,""2015-2019"",""total"",""CL"",62,10.8932461873638"
"AM,""Amazonas"",""Pauini"",1303502,""2015-2019"",""total"",""CL"",115,117.364902791244"
"AM,""Amazonas"",""Presidente Figueiredo"",1303536,""2015-2019"",""total"",""CL"",980,566.899982645919"
"AM,""Amazonas"",""Rio Preto da Eva"",1303569,""2015-2019"",""total"",""CL"",956,597.481328708478"
"AM,""Amazonas"",""Santa Isabel do Rio Negro"",1303601,""2015-2019"",""total"",""CL"",53,44.6034083736587"
"AM,""Amazonas"",""Santo Antônio do Içá"",1303700,""2015-2019"",""total"",""CL"",9,7.80065005417118"
"AM,""Amazonas"",""São Gabriel da Cachoeira"",1303809,""2015-2019"",""total"",""CL"",130,58.3574618993109"
"AM,""Amazonas"",""São Paulo de Olivença"",1303908,""2015-2019"",""total"",""CL"",12,6.30798748915815"
"AM,""Amazonas"",""São Sebastião do Uatumã"",1303957,""2015-2019"",""total"",""CL"",14,20.8628269130467"
"AM,""Amazonas"",""Silves"",1304005,""2015-2019"",""total"",""CL"",50,108.565845185105"
"AM,""Amazonas"",""Tabatinga"",1304062,""2015-2019"",""total"",""CL"",23,7.22872632984993"
"AM,""Amazonas"",""Tapauá"",1304104,""2015-2019"",""total"",""CL"",39,43.5025097601785"
"AM,""Amazonas"",""Tefé"",1304203,""2015-2019"",""total"",""CL"",26,8.38425694522823"
"AM,""Amazonas"",""Tonantins"",1304237,""2015-2019"",""total"",""CL"",20,21.2969864764136"
"AM,""Amazonas"",""Uarini"",1304260,""2015-2019"",""total"",""CL"",14,20.8519511468573"
"AM,""Amazonas"",""Urucará"",1304302,""2015-2019"",""total"",""CL"",18,21.2164073550212"
"AM,""Amazonas"",""Urucurituba"",1304401,""2015-2019"",""total"",""CL"",5,4.51508036843056"
"RR,""Roraima"",""Alto Alegre"",1400050,""2015-2019"",""total"",""CL"",107,134.312433314504"
"RR,""Roraima"",""Amajari"",1400027,""2015-2019"",""total"",""CL"",70,121.107266435986"
"RR,""Roraima"",""Boa Vista"",1400100,""2015-2019"",""total"",""CL"",424,25.5406300825252"
"RR,""Roraima"",""Bonfim"",1400159,""2015-2019"",""total"",""CL"",11,18.4177480117204"
"RR,""Roraima"",""Cantá"",1400175,""2015-2019"",""total"",""CL"",41,48.5868341529893"
"RR,""Roraima"",""Caracaraí"",1400209,""2015-2019"",""total"",""CL"",44,42.2934589320902"
"RR,""Roraima"",""Caroebe"",1400233,""2015-2019"",""total"",""CL"",221,465.606236174023"
"RR,""Roraima"",""Iracema"",1400282,""2015-2019"",""total"",""CL"",38,69.9880283635694"
"RR,""Roraima"",""Mucajaí"",1400308,""2015-2019"",""total"",""CL"",24,28.4832660811773"
"RR,""Roraima"",""Normandia"",1400407,""2015-2019"",""total"",""CL"",0,0"
"RR,""Roraima"",""Pacaraima"",1400456,""2015-2019"",""total"",""CL"",127,205.252525252525"
"RR,""Roraima"",""Rorainópolis"",1400472,""2015-2019"",""total"",""CL"",143,101.364522417154"
"RR,""Roraima"",""São João da Baliza"",1400506,""2015-2019"",""total"",""CL"",79,204.134366925065"
"RR,""Roraima"",""São Luiz"",1400605,""2015-2019"",""total"",""CL"",30,78.9785441621693"
"RR,""Roraima"",""Uiramutã"",1400704,""2015-2019"",""total"",""CL"",68,138.26758845059"
"PA,""Pará"",""Abaetetuba"",1500107,""2015-2019"",""total"",""CL"",21,2.73829704003129"
"PA,""Pará"",""Abel Figueiredo"",1500131,""2015-2019"",""total"",""CL"",45,124.464112847462"
"PA,""Pará"",""Acará"",1500206,""2015-2019"",""total"",""CL"",36,13.3096716947649"
"PA,""Pará"",""Afuá"",1500305,""2015-2019"",""total"",""CL"",28,14.6812080536913"
"PA,""Pará"",""Água Azul do Norte"",1500347,""2015-2019"",""total"",""CL"",37,27.7340529195712"
"PA,""Pará"",""Alenquer"",1500404,""2015-2019"",""total"",""CL"",258,93.4004271802483"
"PA,""Pará"",""Almeirim"",1500503,""2015-2019"",""total"",""CL"",170,102.425064015665"
"PA,""Pará"",""Altamira"",1500602,""2015-2019"",""total"",""CL"",477,85.6104455512182"
"PA,""Pará"",""Anajás"",1500701,""2015-2019"",""total"",""CL"",12,8.43111079884775"
"PA,""Pará"",""Ananindeua"",1500800,""2015-2019"",""total"",""CL"",17,0.658841949629595"
"PA,""Pará"",""Anapu"",1500859,""2015-2019"",""total"",""CL"",295,217.744316504281"
"PA,""Pará"",""Augusto Corrêa"",1500909,""2015-2019"",""total"",""CL"",38,16.9893146152814"
"PA,""Pará"",""Aurora do Pará"",1500958,""2015-2019"",""total"",""CL"",25,16.4090446654196"
"PA,""Pará"",""Aveiro"",1501006,""2015-2019"",""total"",""CL"",57,71.4868000250831"
"PA,""Pará"",""Bagre"",1501105,""2015-2019"",""total"",""CL"",119,79.8443370907139"
"PA,""Pará"",""Baião"",1501204,""2015-2019"",""total"",""CL"",75,32.5309043591412"
"PA,""Pará"",""Bannach"",1501253,""2015-2019"",""total"",""CL"",20,125"
"PA,""Pará"",""Barcarena"",1501303,""2015-2019"",""total"",""CL"",19,3.13557224193415"
"PA,""Pará"",""Belém"",1501402,""2015-2019"",""total"",""CL"",35,0.482002375583137"
"PA,""Pará"",""Belterra"",1501451,""2015-2019"",""total"",""CL"",114,132.181575743521"
"PA,""Pará"",""Benevides"",1501501,""2015-2019"",""total"",""CL"",9,2.9513034923758"
"PA,""Pará"",""Bom Jesus do Tocantins"",1501576,""2015-2019"",""total"",""CL"",36,43.5914512320639"
"PA,""Pará"",""Bonito"",1501600,""2015-2019"",""total"",""CL"",21,26.525198938992"
"PA,""Pará"",""Bragança"",1501709,""2015-2019"",""total"",""CL"",137,22.0640340140437"
"PA,""Pará"",""Brasil Novo"",1501725,""2015-2019"",""total"",""CL"",274,373.068282388182"
"PA,""Pará"",""Brejo Grande do Araguaia"",1501758,""2015-2019"",""total"",""CL"",13,36.2016151489836"
"PA,""Pará"",""Breu Branco"",1501782,""2015-2019"",""total"",""CL"",152,47.3564507586379"
"PA,""Pará"",""Breves"",1501808,""2015-2019"",""total"",""CL"",20,4.00416433090414"
"PA,""Pará"",""Bujaru"",1501907,""2015-2019"",""total"",""CL"",5,3.52970244608379"
"PA,""Pará"",""Cachoeira do Arari"",1502004,""2015-2019"",""total"",""CL"",4,3.46170488965816"
"PA,""Pará"",""Cachoeira do Piriá"",1501956,""2015-2019"",""total"",""CL"",205,124.442286095851"
"PA,""Pará"",""Cametá"",1502103,""2015-2019"",""total"",""CL"",32,4.77255779269202"
"PA,""Pará"",""Canaã dos Carajás"",1502152,""2015-2019"",""total"",""CL"",67,37.1943264773642"
"PA,""Pará"",""Capanema"",1502202,""2015-2019"",""total"",""CL"",22,6.55249441548771"
"PA,""Pará"",""Capitão Poço"",1502301,""2015-2019"",""total"",""CL"",37,14.0048070553947"
"PA,""Pará"",""Castanhal"",1502400,""2015-2019"",""total"",""CL"",44,4.50697300425602"
"PA,""Pará"",""Chaves"",1502509,""2015-2019"",""total"",""CL"",3,2.60123124945808"
"PA,""Pará"",""Colares"",1502608,""2015-2019"",""total"",""CL"",9,15.3074241006888"
"PA,""Pará"",""Conceição do Araguaia"",1502707,""2015-2019"",""total"",""CL"",32,13.7424577526787"
"PA,""Pará"",""Concórdia do Pará"",1502756,""2015-2019"",""total"",""CL"",16,9.87806760302516"
"PA,""Pará"",""Cumaru do Norte"",1502764,""2015-2019"",""total"",""CL"",49,74.8491560375773"
"PA,""Pará"",""Curionópolis"",1502772,""2015-2019"",""total"",""CL"",59,67.6101529822953"
"PA,""Pará"",""Curralinho"",1502806,""2015-2019"",""total"",""CL"",43,25.6793072558973"
"PA,""Pará"",""Curuá"",1502855,""2015-2019"",""total"",""CL"",22,31.4375535867391"
"PA,""Pará"",""Curuçá"",1502905,""2015-2019"",""total"",""CL"",8,4.10688159347006"
"PA,""Pará"",""Dom Eliseu"",1502939,""2015-2019"",""total"",""CL"",126,43.3951542077801"
"PA,""Pará"",""Eldorado do Carajás"",1502954,""2015-2019"",""total"",""CL"",47,28.5783777210264"
"PA,""Pará"",""Faro"",1503002,""2015-2019"",""total"",""CL"",16,45.65558567556"
"PA,""Pará"",""Floresta do Araguaia"",1503044,""2015-2019"",""total"",""CL"",16,16.2058138357136"
"PA,""Pará"",""Garrafão do Norte"",1503077,""2015-2019"",""total"",""CL"",71,55.987067775894"
"PA,""Pará"",""Goianésia do Pará"",1503093,""2015-2019"",""total"",""CL"",293,148.912380565156"
"PA,""Pará"",""Gurupá"",1503101,""2015-2019"",""total"",""CL"",16,9.85889457144618"
"PA,""Pará"",""Igarapé-Açu"",1503200,""2015-2019"",""total"",""CL"",21,11.1249437130824"
"PA,""Pará"",""Igarapé-Miri"",1503309,""2015-2019"",""total"",""CL"",106,34.7575171328327"
"PA,""Pará"",""Inhangapi"",1503408,""2015-2019"",""total"",""CL"",12,21.0748155953635"
"PA,""Pará"",""Ipixuna do Pará"",1503457,""2015-2019"",""total"",""CL"",102,32.7779295274515"
"PA,""Pará"",""Irituia"",1503507,""2015-2019"",""total"",""CL"",41,25.8895589303192"
"PA,""Pará"",""Itaituba"",1503606,""2015-2019"",""total"",""CL"",589,119.565989667387"
"PA,""Pará"",""Itupiranga"",1503705,""2015-2019"",""total"",""CL"",168,64.8210668467252"
"PA,""Pará"",""Jacareacanga"",1503754,""2015-2019"",""total"",""CL"",98,243.206353145552"
"PA,""Pará"",""Jacundá"",1503804,""2015-2019"",""total"",""CL"",120,41.7202656190244"
"PA,""Pará"",""Juruti"",1503903,""2015-2019"",""total"",""CL"",145,51.4869063470928"
"PA,""Pará"",""Limoeiro do Ajuru"",1504000,""2015-2019"",""total"",""CL"",2,1.42156514322269"
"PA,""Pará"",""Mãe do Rio"",1504059,""2015-2019"",""total"",""CL"",35,23.9234449760766"
"PA,""Pará"",""Magalhães Barata"",1504109,""2015-2019"",""total"",""CL"",4,9.62000962000962"
"PA,""Pará"",""Marabá"",1504208,""2015-2019"",""total"",""CL"",412,30.3394036687114"
"PA,""Pará"",""Maracanã"",1504307,""2015-2019"",""total"",""CL"",3,2.09212315631647"
"PA,""Pará"",""Marapanim"",1504406,""2015-2019"",""total"",""CL"",1,0.725452500997497"
"PA,""Pará"",""Marituba"",1504422,""2015-2019"",""total"",""CL"",8,1.25138825884966"
"PA,""Pará"",""Medicilândia"",1504455,""2015-2019"",""total"",""CL"",677,440.669140141899"
"PA,""Pará"",""Melgaço"",1504505,""2015-2019"",""total"",""CL"",9,6.6921961557051"
"PA,""Pará"",""Mocajuba"",1504604,""2015-2019"",""total"",""CL"",22,14.5324834032434"
"PA,""Pará"",""Moju"",1504703,""2015-2019"",""total"",""CL"",114,28.5624804259317"
"NA,NA,""Mojuí dos Campos"",1504752,""2015-2019"",""total"",""CL"",215,274.830627636457"
"PA,""Pará"",""Monte Alegre"",1504802,""2015-2019"",""total"",""CL"",487,172.493181737683"
"PA,""Pará"",""Muaná"",1504901,""2015-2019"",""total"",""CL"",9,4.58820830465703"
"PA,""Pará"",""Nova Esperança do Piriá"",1504950,""2015-2019"",""total"",""CL"",194,186.637163884747"
"PA,""Pará"",""Nova Ipixuna"",1504976,""2015-2019"",""total"",""CL"",22,27.125331360582"
"PA,""Pará"",""Nova Timboteua"",1505007,""2015-2019"",""total"",""CL"",11,14.7235979119261"
"PA,""Pará"",""Novo Progresso"",1505031,""2015-2019"",""total"",""CL"",213,169.91743448606"
"PA,""Pará"",""Novo Repartimento"",1505064,""2015-2019"",""total"",""CL"",444,120.321942494783"
"PA,""Pará"",""Óbidos"",1505106,""2015-2019"",""total"",""CL"",219,86.3445502395174"
"PA,""Pará"",""Oeiras do Pará"",1505205,""2015-2019"",""total"",""CL"",92,58.1928587241848"
"PA,""Pará"",""Oriximiná"",1505304,""2015-2019"",""total"",""CL"",304,85.5398294831031"
"PA,""Pará"",""Ourém"",1505403,""2015-2019"",""total"",""CL"",11,12.6757317354229"
"PA,""Pará"",""Ourilândia do Norte"",1505437,""2015-2019"",""total"",""CL"",152,95.2351116819649"
"PA,""Pará"",""Pacajá"",1505486,""2015-2019"",""total"",""CL"",258,111.247655390984"
"PA,""Pará"",""Palestina do Pará"",1505494,""2015-2019"",""total"",""CL"",6,16.246953696182"
"PA,""Pará"",""Paragominas"",1505502,""2015-2019"",""total"",""CL"",387,70.3470088888081"
"PA,""Pará"",""Parauapebas"",1505536,""2015-2019"",""total"",""CL"",504,49.813200498132"
"PA,""Pará"",""Pau D'Arco"",1505551,""2015-2019"",""total"",""CL"",14,52.4246395806029"
"PA,""Pará"",""Peixe-Boi"",1505601,""2015-2019"",""total"",""CL"",2,5.08905852417303"
"PA,""Pará"",""Piçarra"",1505635,""2015-2019"",""total"",""CL"",10,15.8328055731476"
"PA,""Pará"",""Placas"",1505650,""2015-2019"",""total"",""CL"",158,104.952007705337"
"PA,""Pará"",""Ponta de Pedras"",1505700,""2015-2019"",""total"",""CL"",0,0"
"PA,""Pará"",""Portel"",1505809,""2015-2019"",""total"",""CL"",588,194.953748217897"
"PA,""Pará"",""Porto de Moz"",1505908,""2015-2019"",""total"",""CL"",65,32.5073141456828"
"PA,""Pará"",""Prainha"",1506005,""2015-2019"",""total"",""CL"",236,162.383458905288"
"PA,""Pará"",""Primavera"",1506104,""2015-2019"",""total"",""CL"",8,15.1889120941713"
"PA,""Pará"",""Quatipuru"",1506112,""2015-2019"",""total"",""CL"",2,3.02183274155775"
"PA,""Pará"",""Redenção"",1506138,""2015-2019"",""total"",""CL"",112,27.1633682576639"
"PA,""Pará"",""Rio Maria"",1506161,""2015-2019"",""total"",""CL"",45,50.8330979949167"
"PA,""Pará"",""Rondon do Pará"",1506187,""2015-2019"",""total"",""CL"",181,71.0849288168876"
"PA,""Pará"",""Rurópolis"",1506195,""2015-2019"",""total"",""CL"",232,94.5144929012283"
"PA,""Pará"",""Salinópolis"",1506203,""2015-2019"",""total"",""CL"",13,6.57080037403018"
"PA,""Pará"",""Salvaterra"",1506302,""2015-2019"",""total"",""CL"",8,6.92760651195012"
"PA,""Pará"",""Santa Bárbara do Pará"",1506351,""2015-2019"",""total"",""CL"",1,0.975990630489947"
"PA,""Pará"",""Santa Cruz do Arari"",1506401,""2015-2019"",""total"",""CL"",0,0"
"PA,""Pará"",""Santa Izabel do Pará"",1506500,""2015-2019"",""total"",""CL"",13,3.77709338137021"
"PA,""Pará"",""Santa Luzia do Pará"",1506559,""2015-2019"",""total"",""CL"",44,45.5580865603645"
"PA,""Pará"",""Santa Maria das Barreiras"",1506583,""2015-2019"",""total"",""CL"",30,28.7783586742769"
"PA,""Pará"",""Santa Maria do Pará"",1506609,""2015-2019"",""total"",""CL"",20,16.5384933432564"
"PA,""Pará"",""Santana do Araguaia"",1506708,""2015-2019"",""total"",""CL"",43,12.1530721835962"
"PA,""Pará"",""Santarém"",1506807,""2015-2019"",""total"",""CL"",484,32.669371114606"
"PA,""Pará"",""Santarém Novo"",1506906,""2015-2019"",""total"",""CL"",4,12.2586576769844"
"PA,""Pará"",""Santo Antônio do Tauá"",1507003,""2015-2019"",""total"",""CL"",3,1.9600797099082"
"PA,""Pará"",""São Caetano de Odivelas"",1507102,""2015-2019"",""total"",""CL"",8,9.11006092353243"
"PA,""Pará"",""São Domingos do Araguaia"",1507151,""2015-2019"",""total"",""CL"",84,67.5811577295949"
"PA,""Pará"",""São Domingos do Capim"",1507201,""2015-2019"",""total"",""CL"",19,12.2096198952543"
"PA,""Pará"",""São Félix do Xingu"",1507300,""2015-2019"",""total"",""CL"",312,49.9975962694101"
"PA,""Pará"",""São Francisco do Pará"",1507409,""2015-2019"",""total"",""CL"",22,28.4715931150511"
