"state_abbrev,""state"",""municipality"",""geocode"",""period"",""refor"",""secveg"",""pasture"",""crop"",""urban"",""core"",""edge"",""port"",""river"",""road"",""mining"",""fire"",""dgorg"",""dgfor"",""defor"",""deorg"",""precp"",""precn"",""tempp"""
"AC,""Acre"",""Bujari"",""1200138"",2006,""0.627762513133859"",0.032028538746389,0.345702708466624,3.8775470637e-05,0.000759754565863,0.467477074002986,""50.1922533218223"",""NA"",""NA"",2.20246397517689,0,0.089523953911461,""NA"",""NA"",""0.107595509686764"",""0.076593413675324"",0.044469870134297,0,0.044469870134297"
"AC,""Acre"",""Capixaba"",""1200179"",2006,""0.530340826486528"",0.053512633001768,0.419020552455551,0,0.000903877047887,0.325304127820331,""51.422402380931"",""NA"",""NA"",1.82393405486453,0,0.130287418655098,""NA"",""NA"",""0.142699318725833"",""0.088399680620509"",0.743561349379306,0,1.10050048016917"
"AC,""Acre"",""Porto Acre"",""1200807"",2006,""0.544913540837093"",0.036791492250255,0.420613191537504,0,0.001606769621324,0.357121846362711,""62.3962896179257"",""NA"",""NA"",5.22886334706271,0,0.098982750995135,""NA"",""NA"",""0.184252400548697"",""0.124361158432709"",0.079410061561219,0,0.079410061561219"
"AC,""Acre"",""Senador Guiomard"",""1200450"",2006,""0.301890657554921"",0.045022371364653,0.687588977018507,0.000432174089893,0.002237633829321,0.124237339841367,""72.6533110813743"",""NA"",""NA"",8.52524808503654,0,0.258186523340301,""NA"",""NA"",""0.293690026170398"",""0.127097315436242"",0.080955800760518,0,0.080955800760518"
"AC,""Acre"",""Plácido de Castro"",""1200385"",2006,""0.291771417650321"",0.044208476587459,0.698542611129705,9.1276964737e-05,0.002218497516661,0.081692883439316,""84.5495948070468"",""NA"",""NA"",9.18148132107526,0,0.334166071853438,""NA"",""NA"",""0.409824418958693"",""0.20356926799758"",0.08319530363308,0,0.08319530363308"
"AC,""Acre"",""Acrelândia"",""1200013"",2006,""0.444920639342484"",0.048109064691617,0.489971816215508,0.000294946581897,0.001906593983366,0.231401979419283,""72.1953727842231"",""NA"",""NA"",4.66906119694227,0,0.286135315222963,""NA"",""NA"",""0.310802069857697"",""0.204783975281019"",0.078292027015471,0,0.078292027015471"
"AC,""Acre"",""Acrelândia"",""1200013"",2017,""0.360676729359168"",0.077702038408599,0.635282165563348,0,0.002415344541795,0.122173428590155,""69.0923846256822"",""0.0"",""0.0"",9.92441223958574,0,0.033828805740646,""0.020299503403493"",""0.045624998277204"",""0.114119433198381"",""0.048052847477492"",0.078292027015471,0,0.210060304626331"
"AC,""Acre"",""Assis Brasil"",""1200054"",2017,""0.943517317938688"",0.012539958631064,0.038054719819481,0,0.000262866994431,0.878537514103046,""23.6821289169968"",""0.0"",""0.711380389383503"",0.256549232609619,0,0.000689496667433,""0.005107832976095"",""0.005360122177357"",""0.004842763440201"",""0.004604534592295"",0.051675406151937,0,0.213303887801609"
"AC,""Acre"",""Brasiléia"",""1200104"",2017,""0.642641817809866"",0.063817356523302,0.275388372058185,0,0.001223038130039,0.468263598639761,""68.3974762527837"",""0.0"",""0.122582561860126"",4.9874838641699,0,0.005970848211672,""0.01080387899005"",""0.015586837135827"",""0.043993961613112"",""0.030220729840502"",0.036918113749136,0,0.159441111344521"
"AC,""Acre"",""Bujari"",""1200138"",2017,""0.590980607479489"",0.074371352682293,0.369278194614087,0,0.000913158164631,0.415246515054576,""49.0999116276603"",""0.0"",""0.0"",5.35837046968905,0,0.015312310491207,""0.030257478192194"",""0.048198924846827"",""0.035577222279846"",""0.022104788296707"",0.044469870134297,0,0.081458827535722"
"AC,""Acre"",""Capixaba"",""1200179"",2017,""0.47082010370433"",0.070737878210238,0.479430215228919,0.000762485703393,0.000965963622441,0.26267632481891,""53.7797857933246"",""0.0"",""0.78851505884089"",5.35768338614694,0,0.058975054229935,""0.033935405119546"",""0.063987917627171"",""0.070660522273425"",""0.036728641496521"",0.323916695612842,0,2.30786007641681"
"AC,""Acre"",""Cruzeiro do Sul"",""1200203"",2017,""0.882743864284055"",0.052035635094533,0.038928323077529,0,0.002757741223639,0.811078893160319,""39.7030906618924"",""1.0"",""1.1619054909738"",4.18852063873486,0,0.005616824826879,""0.001945725368626"",""0.00217230578462"",""0.006383474031145"",""0.005697787596102"",0.008983991454115,0,0.037301532517485"
"AC,""Acre"",""Epitaciolândia"",""1200252"",2017,""0.476683580816524"",0.078691328985352,0.471256994190812,0.00017819594426,0.002757846387211,0.27467122848284,""52.9411904102337"",""0.0"",""1.4319056786815"",4.35860992357888,0,0.003754171301446,""0.007071648203007"",""0.013457233224915"",""0.06277155270981"",""0.032397025846807"",1.15152391570446,0,5.36714933012168"
"AC,""Acre"",""Feijó"",""1200302"",2017,""0.944940126099396"",0.023696583907119,0.016484670524943,0,0.000317113895825,0.884047904739525,""48.3598260656737"",""0.0"",""3.27496246584605"",0.928514314807521,0,0.001691524486443,""0.001121857741"",""0.00117364811364"",""0.006089075715079"",""0.005804183548284"",0.005615699141458,0,0.085182713483077"
"AC,""Acre"",""Jordão"",""1200328"",2017,""0.969601176708218"",0.012921348314607,0.002009507346586,0,0,0.916000432152118,""20.037126629844"",""0.0"",""1.81438110717892"",0.013685932110019,0,0.000717935723637,""8.35688821893E-4"",""8.53924984726E-4"",""0.00474028696968"",""0.004625182338919"",0.069858469228814,0,0.560517026291226"
"AC,""Acre"",""Mâncio Lima"",""1200336"",2017,""0.923129342481481"",0.034416685091016,0.027162755440447,0,0.001572739955589,0.84881505111441,""29.0818436558252"",""0.0"",""0.0"",2.21755787278093,0,0.003294214535722,""3.04769945759E-4"",""3.27198467722E-4"",""0.005083599110853"",""0.00472299542067"",0.188209504043282,0,0.53949530451299"
"AC,""Acre"",""Manoel Urbano"",""1200344"",2017,""0.963188729550866"",0.012314756835734,0.011979698777313,0,0.000215241290548,0.897988553098463,""30.0445320355191"",""0.0"",""1.32571989437454"",0.960774896650712,0,0.001588971677653,""0.00167944809648"",""0.001718679843171"",""0.009771926571482"",""0.009532595325953"",0.046381466332387,0,0.333270408339746"
"AC,""Acre"",""Marechal Thaumaturgo"",""1200351"",2017,""0.96892322869459"",0.013383229734873,0.002100159273824,0,0.000259384464037,0.921518880290921,""21.534839089641"",""0.0"",""0.662891666920401"",0,0,0.000220403890129,""0.001199804366338"",""0.001227159315256"",""0.003605042220125"",""0.003507409107494"",0.04465399793651,0,0.192420941021748"
"AC,""Acre"",""Plácido de Castro"",""1200385"",2017,""0.25583472281885"",0.122402409711869,0.708491800286001,0.000212979584386,0.002415767839586,0.046125292846928,""75.0118034705393"",""0.0"",""0.0"",11.9751441200429,0,0.029026885557935,""0.02762891232654"",""0.094693690523355"",""0.069901168014376"",""0.019610808630772"",0.08319530363308,0,0.154691267692758"
"AC,""Acre"",""Porto Acre"",""1200807"",2017,""0.502013191844054"",0.06817513293359,0.473107817626428,0,0.00176010154432,0.297522344156579,""58.9251761653799"",""1.0"",""1.0543572550227"",5.38847346381844,0,0.018575851393189,""0.025802808569566"",""0.047352114850969"",""0.051444727949797"",""0.02762758314199"",0.066336453865165,0,0.207967203905755"
"AC,""Acre"",""Porto Walter"",""1200393"",2017,""0.967849568585539"",0.012957862355129,0.004292459579339,0,0.000326819114481,0.917200243239376,""19.8005539569185"",""0.0"",""1.4326875422121"",0.0355601496867,0,0.001223990208078,""0.001141534090182"",""0.001167665659523"",""0.005340989781112"",""0.005198004927588"",0.067886008837477,0,0.446891734944547"
"AC,""Acre"",""Rio Branco"",""1200401"",2017,""0.693975958819974"",0.058393772040721,0.253849224831991,0.000326036329763,0.01071873530285,0.55616474815357,""60.4179298249265"",""2.0"",""0.872921538203012"",9.0486123161312,0,0.013734620086882,""0.033917399903139"",""0.046440273635984"",""0.032230163426959"",""0.023307874637872"",0.057173963680393,0,0.172735320981961"
"AC,""Acre"",""Rodrigues Alves"",""1200427"",2017,""0.837430408249483"",0.063267973856209,0.062670401493931,0,0.000850733945351,0.74780578898226,""33.6673356526495"",""0.0"",""0.442734676883802"",3.48588691618194,0,0.008542016499963,""0.002899640162188"",""0.003379618134293"",""0.009000700874248"",""0.007647704121611"",0.077145505135411,0,0.443791828744399"
"AC,""Acre"",""Santa Rosa do Purus"",""1200435"",2017,""0.984339602551867"",0.005663214802406,0.003540699002513,0,0,0.919582349805833,""21.4515781868872"",""0.0"",""1.06712879054245"",0.041943309485871,0,0.000632864269228,""0.001573959943563"",""0.001591411511669"",""0.002544611222058"",""0.002514162052065"",0.095795388608458,0,0.331163628361497"
"AC,""Acre"",""Sena Madureira"",""1200500"",2017,""0.918915048366384"",0.020743073730697,0.052302513221646,0,0.000286027891819,0.860035389157511,""45.6129750797573"",""0.0"",""4.16261590430401"",2.34583442883135,0,0.004317115241922,""0.005579876909732"",""0.005956119587956"",""0.011698124724769"",""0.010916222165261"",0.073890439945376,0,0.233061545756562"
"AC,""Acre"",""Senador Guiomard"",""1200450"",2017,""0.276621800702153"",0.087858450274558,0.709426479560708,7.6266015864e-05,0.00236890227709,0.093629245474883,""63.2142269395323"",""0.0"",""0.0"",13.16398776958,0,0.02587837165323,""0.035763151615466"",""0.118463923014775"",""0.044646665718754"",""0.013171140939597"",0.080955800760518,0,0.190707960180817"
"AC,""Acre"",""Tarauacá"",""1200609"",2017,""0.924051639510703"",0.030917735610555,0.02758521625465,0,0.000361866675734,0.874211758622176,""39.2135271795351"",""0.0"",""1.74885417023594"",2.0414711912956,0,0.002235176511552,""0.001051202928702"",""0.001123040260358"",""0.005816402661537"",""0.005421207992734"",0.037018225089654,0,0.365898892081263"
"AC,""Acre"",""Xapuri"",""1200708"",2017,""0.739523772560238"",0.049741012416008,0.20706909634778,0,0.000645940201666,0.57741584278189,""57.2327316467498"",""0.0"",""1.28787523803228"",3.66488851159035,0,0.012778590482747,""0.016774507440575"",""0.021646978643771"",""0.027501945892398"",""0.021160756415375"",0.060898693631128,0,0.168415573278332"
"AM,""Amazonas"",""Japurá"",""1302108"",2006,""0.999094299574395"",0.000692651993954,1.3684613862e-05,0,1.9631006255e-05,0.936379177491547,""38.7086071832244"",""NA"",""NA"",0,0,0.000193473759607,""NA"",""NA"",""1.19887556208E-4"",""1.19794311379E-4"",0.012657480202225,0,0.01506466170497"
"AM,""Amazonas"",""Santa Isabel do Rio Negro"",""1303601"",2006,""0.996738730764661"",0.00309966799406,5.1077836948e-05,6.621201086e-06,3.3615650695e-05,0.956136434577804,""29.7896450570554"",""NA"",""NA"",0.00827027298999,0,0.000306964014941,""NA"",""NA"",""3.01790839685E-4"",""3.00889544729E-4"",0.076846053080244,0,0.313722756045636"
"AM,""Amazonas"",""Tapauá"",""1304104"",2006,""0.996798583007279"",0.002515825466709,5.3230160209e-05,0,2.2333957596e-05,0.936415172836929,""50.8769574588128"",""NA"",""NA"",0.609516896757931,0,0.000372441518466,""NA"",""NA"",""3.47005981832E-4"",""3.45945846874E-4"",0.013356372128682,0,0.009295262871101"
"AM,""Amazonas"",""Atalaia do Norte"",""1300201"",2006,""0.997082782807845"",0.002343042316512,4.548124846e-06,7.58020808e-07,9.514861689e-06,0.964700487028369,""30.698708321871"",""NA"",""NA"",0.080196406439305,0,1.1857016241e-05,""NA"",""NA"",""4.36274243254E-4"",""4.35195043065E-4"",0.025378308728932,0,0.010994511599179"
"AM,""Amazonas"",""Barcelos"",""1300409"",2006,""0.99808444676626"",0.001619023625246,7.9095846589e-05,9.0813749788e-05,1.6592324221e-05,0.89995351898398,""91.1031209019173"",""NA"",""NA"",0.263932997576802,0,0.002884694319768,""NA"",""NA"",""4.70687496704E-4"",""4.70016918659E-4"",0.019470821304912,0,0.000669631420539"
"AM,""Amazonas"",""Jutaí"",""1302306"",2006,""0.996786525338157"",0.002369529975569,0.000161520423031,0,4.634146451e-05,0.935190564501194,""46.1110438521373"",""NA"",""NA"",0,0,0.000248009311923,""NA"",""NA"",""6.85523785684E-4"",""6.83819857448E-4"",0.06054434717358,0.050783523356603,0.033776990324793"
"AM,""Amazonas"",""Itamarati"",""1301951"",2006,""0.995394952005759"",0.003416005160101,0.000211899433926,0,0,0.932588037229101,""32.7730420640436"",""NA"",""NA"",0,0,0.000227649383525,""NA"",""NA"",""7.09548890648E-4"",""7.06837291493E-4"",0.031507518058032,0,0.034004151818573"
"AM,""Amazonas"",""Coari"",""1301209"",2006,""0.986295888809993"",0.011211544577056,0.000159518029139,0,0.000131070827908,0.893545900541024,""50.2957031025211"",""NA"",""NA"",0.207890969299811,0,0.00092148838482,""NA"",""NA"",""7.73893030378E-4"",""7.63930876927E-4"",0.009018656246681,0,0.035476282292432"
"AM,""Amazonas"",""Benjamin Constant"",""1300607"",2006,""0.979907222340935"",0.015910070630368,0.001226912491296,0,0.0006207354829,0.893563683390258,""28.0730488577266"",""NA"",""NA"",0.114968415350474,0,2.5918822249e-05,""NA"",""NA"",""8.00118874804E-4"",""7.84357667096E-4"",0.262970820782694,0,0.072867972452753"
"AM,""Amazonas"",""Novo Airão"",""1303205"",2006,""0.996958990662369"",0.0021542924595,8.1024273919e-05,0,0.000103952806655,0.928530235558217,""35.4699628370218"",""NA"",""NA"",0.134876638733683,0,0.00040381198514,""NA"",""NA"",""8.41960918752E-4"",""8.40126867367E-4"",0.129932556219319,0,0.036441852161679"
"AM,""Amazonas"",""Borba"",""1300805"",2006,""0.988144082530116"",0.00928468395263,0.000149972868545,0,0.000107981984828,0.90343110655436,""47.5940496482073"",""NA"",""NA"",0.336640769408816,0,0.000357236165096,""NA"",""NA"",""8.97756811399E-4"",""8.87818323332E-4"",0.029312147972207,0,0.013301670261707"
"AM,""Amazonas"",""Carauari"",""1301001"",2006,""0.988967786590787"",0.008607904349498,0.001146652507072,0,0.000157448388242,0.906873964350779,""40.7519293382977"",""NA"",""NA"",0.077645706411308,0,0.000724890595216,""NA"",""NA"",""0.00106243553653"",""0.001051904176904"",0.05541208946863,0,0.03253778321999"
"AM,""Amazonas"",""Urucará"",""1304302"",2006,""0.98788300109972"",0.008048211424482,0.002080166413313,0,0.00010412791764,0.919459502706162,""35.6985237565368"",""NA"",""NA"",0.768645182498634,0.000741547077574,0.000693393314674,""NA"",""NA"",""0.001092248041648"",""0.001080118033517"",0.010486537201798,0,0.01805763625913"
"AM,""Amazonas"",""Amaturá"",""1300060"",2006,""0.975216648963562"",0.02023285707223,0.000222474909774,0,0.000197665927688,0.827693182379987,""23.4456189565753"",""NA"",""NA"",0,0,0.000918628825606,""NA"",""NA"",""0.001146473447675"",""0.001119419692831"",0.074287450988986,0,0.051072622554928"
"AM,""Amazonas"",""São Gabriel da Cachoeira"",""1303809"",2006,""0.989438158686459"",0.00942025743457,4.3662214019e-05,0,5.5289413706e-05,0.94352858608275,""48.164903646938"",""NA"",""NA"",0.775762730488531,0,0.000210781028021,""NA"",""NA"",""0.001165922077541"",""0.001154875946168"",1.21668267123585,0,3.34184639466511"
"AM,""Amazonas"",""Pauini"",""1303502"",2006,""0.995079810454819"",0.002555835612722,0.001028550760675,0,5.9513916891e-05,0.954423050839795,""28.0572960963625"",""NA"",""NA"",0.143099792728074,0,0.000756801546748,""NA"",""NA"",""0.001166368987309"",""0.001162274677205"",0.150421490959506,0,0.122028070929478"
"AM,""Amazonas"",""Codajás"",""1301308"",2006,""0.984646795163584"",0.011558158888676,0.000128032776391,0,0.000166037808608,0.816999551885283,""55.8318157553805"",""NA"",""NA"",0.191029883656667,0,0.003453712741197,""NA"",""NA"",""0.001179173973514"",""0.001162603516428"",0.056791271614698,0,0.088053450229202"
"AM,""Amazonas"",""Beruri"",""1300631"",2006,""0.986250793841676"",0.010637566592198,7.217735006e-05,0,0.000127427693966,0.855153806495962,""45.7571737251621"",""NA"",""NA"",1.37012198018834,0,0.000913646929206,""NA"",""NA"",""0.001204972095383"",""0.001191252445202"",0.072527015447791,0,0.044657002543015"
"AM,""Amazonas"",""Juruá"",""1302207"",2006,""0.992529092372148"",0.005361391281037,0.000109664821658,0,7.3843600722e-05,0.863260152373177,""47.5483234723482"",""NA"",""NA"",0,0,0.000321585535797,""NA"",""NA"",""0.001294525853379"",""0.001286682310755"",0.140291441826258,0,0.180156917434228"
"AM,""Amazonas"",""Santo Antônio do Içá"",""1303700"",2006,""0.989032843056052"",0.008671026647661,0.000189427125017,0,0.000285605291177,0.866662246700416,""37.1254143439268"",""NA"",""NA"",0,0,0.000685134434486,""NA"",""NA"",""0.001548528897547"",""0.001534311663243"",0.055592225768057,0,0.096699871611226"
"AM,""Amazonas"",""Fonte Boa"",""1301605"",2006,""0.991706504238328"",0.005036875383611,0.000360472706371,0,0.000291115446084,0.819520084175248,""47.3438456096432"",""NA"",""NA"",0,0,0.000133272408804,""NA"",""NA"",""0.001665609137056"",""0.001654542112036"",0.080626424156209,0,0.091936952126643"
"AM,""Amazonas"",""Anori"",""1300102"",2006,""0.984355497991219"",0.008637140698923,0.000974038882042,0,0.000382282646909,0.690782411640759,""59.664072029129"",""NA"",""NA"",0.078305424397511,0,0.00917252905282,""NA"",""NA"",""0.001742234309268"",""0.001716881974833"",0.479443379457709,0,0.345086398419876"
"AM,""Amazonas"",""Tonantins"",""1304237"",2006,""0.987140539831602"",0.009543030391584,0.000602717708942,0,0.000225636581881,0.847147136177674,""26.9692803074825"",""NA"",""NA"",0,0,0.000357181126549,""NA"",""NA"",""0.001929844477239"",""0.00190888675008"",0.056053292352987,0,0.086378808285667"
"AM,""Amazonas"",""Maraã"",""1302801"",2006,""0.993147850019649"",0.004110528324827,1.767209082e-05,0,8.1457645023e-05,0.742708495327499,""85.5022161315275"",""NA"",""NA"",0,0,0.001119294706151,""NA"",""NA"",""0.002021866107533"",""0.002011609084074"",0,0,0.201891882635207"
"AM,""Amazonas"",""Nhamundá"",""1303007"",2006,""0.963840202812803"",0.026980460060776,0.003724546432536,0,5.8595240863e-05,0.830363839754497,""41.2092224364566"",""NA"",""NA"",0,0,0.000351811830929,""NA"",""NA"",""0.002537470525362"",""0.002453068307304"",0.035812517476592,0,0.400241768352621"
"AM,""Amazonas"",""Tefé"",""1304203"",2006,""0.973939515522"",0.021073373243886,0.000205569427314,0,0.000303285360677,0.902971230307953,""30.9491008380498"",""NA"",""NA"",0.071506122510031,0,0.000450905241283,""NA"",""NA"",""0.002743303306472"",""0.002679261485616"",0.031703158275376,0,0.017036121995164"
"AM,""Amazonas"",""Maués"",""1302900"",2006,""0.966858534469551"",0.025312667669218,0.001042855307605,0,0.000156482816764,0.888585268535242,""52.9519933602465"",""NA"",""NA"",0.557491511550048,6.836519816e-06,0.001489361702128,""NA"",""NA"",""0.003171997271049"",""0.003077555993323"",0.029979421048361,0,0.109067688569419"
"AM,""Amazonas"",""Caapiranga"",""1300839"",2006,""0.973384395512948"",0.020984747021448,0.000241203988752,0,0.000189838423996,0.88531385082168,""26.5947655161008"",""NA"",""NA"",0.496249449852525,0,0.000223380491437,""NA"",""NA"",""0.003193498540606"",""0.003120945008725"",0.066423298152846,0,0.048350292330134"
"AM,""Amazonas"",""Humaitá"",""1301704"",2006,""0.977837641178022"",0.015364460343913,0.007104095078342,6.1522983358e-05,0.000234972695734,0.888864159062245,""46.5956472117045"",""NA"",""NA"",1.75184165666994,0,0.021031178793326,""NA"",""NA"",""0.00319763230333"",""0.003139733376687"",0.095455259094181,0.087687858673274,0.032802036581427"
"AM,""Amazonas"",""São Paulo de Olivença"",""1303908"",2006,""0.991530415237046"",0.004535828584346,0.000395583738831,0,0.000122357160142,0.902838090252579,""32.4981723127147"",""NA"",""NA"",0,0,0.000197718100511,""NA"",""NA"",""0.003514992050632"",""0.003496556498189"",0.036700520414475,0,0.111192310976023"
"AM,""Amazonas"",""Uarini"",""1304260"",2006,""0.976442674486312"",0.017778368784075,4.6252666755e-05,0,0.000153250500453,0.835467701184647,""36.5141468314891"",""NA"",""NA"",0,0,0.000836876866009,""NA"",""NA"",""0.003662174673388"",""0.003590446990479"",0.483000949612412,0,0.596492976024071"
"AM,""Amazonas"",""São Sebastião do Uatumã"",""1303957"",2006,""0.980952541352705"",0.011363380788521,0.003587252322156,3.9358567798e-05,0.000216853717902,0.874806018487282,""30.2688013625488"",""NA"",""NA"",0.114258504646215,0,0.001407211961302,""NA"",""NA"",""0.003715076768185"",""0.003659298485705"",0.197986705635053,0,0.254059452930864"
"AM,""Amazonas"",""Ipixuna"",""1301803"",2006,""0.983479239317458"",0.006717606924303,0.005990344636201,0,0.000202854378688,0.91110175452027,""29.6098321991974"",""NA"",""NA"",0,0,0.000879507475814,""NA"",""NA"",""0.004143814747105"",""0.004094017917349"",0.124677133235751,0,0.196441999400691"
"AM,""Amazonas"",""Tabatinga"",""1304062"",2006,""0.951712346873925"",0.029498577842972,0.004561635748913,0,0.003093202492916,0.84299028639917,""20.0258650214953"",""NA"",""NA"",0,0,0.00069998600028,""NA"",""NA"",""0.004611393985974"",""0.004417584440286"",1.54672265116925,0,0.910688973559315"
"AM,""Amazonas"",""Eirunepé"",""1301407"",2006,""0.976644626110713"",0.014367166992515,0.005530327224009,0,0.000384417699983,0.880502091398394,""42.2051294173177"",""NA"",""NA"",0,0,0.002739726027397,""NA"",""NA"",""0.004865919846002"",""0.004774302709154"",0.086090518789738,0,0.152164886612699"
"AM,""Amazonas"",""Itapiranga"",""1302009"",2006,""0.965852997151606"",0.023537640240943,0.003311541865312,0,0.000321699722861,0.84481429672557,""29.1381624815483"",""NA"",""NA"",0.349146198874115,0,0.000334933571508,""NA"",""NA"",""0.005178350813553"",""0.005029616013072"",1.13398836386493,0,1.63286573687438"
"AM,""Amazonas"",""Novo Aripuanã"",""1303304"",2006,""0.979546917875285"",0.010289561147366,0.003547317797856,5.848833962e-06,0.000102690123413,0.917325269740911,""45.8106651466884"",""NA"",""NA"",1.76178346705452,0,0.015328233451111,""NA"",""NA"",""0.005661111976328"",""0.005583617293085"",0.004563889303923,0,0.05495045242442"
"AM,""Amazonas"",""Presidente Figueiredo"",""1303536"",2006,""0.969255325460247"",0.019155725617938,0.003392554871197,0,0.000223376030943,0.762231926525464,""99.9816244765096"",""NA"",""NA"",2.38083247854265,0.001983420253351,0.002252398387172,""NA"",""NA"",""0.006426003802862"",""0.006273684400703"",0.004093393111789,0.008558912870105,0.018407864781502"
"AM,""Amazonas"",""Alvarães"",""1300029"",2006,""0.947258048856534"",0.041570508318115,0.000260881780418,0,0.000160704581903,0.862364793000341,""23.189081733927"",""NA"",""NA"",0,0,0.001805124985284,""NA"",""NA"",""0.007139287499108"",""0.006824657487502"",0.036305749419789,0,0.036305749419789"
