"state_abbrev,""state"",""municipality"",""geocode"",""year"",""sit"",""carpond"",""h"",""a"",""ipm"",""csaude"",""ceduca"",""ccv"",""cnv"",""totpescar"",""totpesres"""
"MA,""Maranhão"",""Igarapé do Meio"",2105153,2000,""rural"",0.410154905,0.894605809,0.468471155,0.419097016,0.170788053,0.296197638,0.1874779,0.345536409,1078,1205"
"MA,""Maranhão"",""Igarapé Grande"",2105203,2000,""rural"",0.37959596,0.841965471,0.434906865,0.366176564,0.189496317,0.306155932,0.18846011,0.315887641,634,753"
"MA,""Maranhão"",""Imperatriz"",2105302,2000,""rural"",0.382828538,0.820512821,0.442210751,0.362839591,0.244024271,0.284142892,0.200093593,0.271739245,1024,1248"
"MA,""Maranhão"",""Itaipava do Grajaú"",2105351,2000,""rural"",0.450676692,0.964301075,0.485384011,0.468056324,0.233406337,0.275140737,0.182603045,0.308849881,2242,2325"
"MA,""Maranhão"",""Itapecuru Mirim"",2105401,2000,""rural"",0.440850722,0.944225722,0.48306529,0.456122672,0.175866144,0.304498981,0.199910945,0.31972393,1439,1524"
"MA,""Maranhão"",""Itinga do Maranhão"",2105427,2000,""rural"",0.39472675,0.889067524,0.455450788,0.404926504,0.187601032,0.289838632,0.230140949,0.292419387,553,622"
"MA,""Maranhão"",""Jatobá"",2105450,2000,""rural"",0.429724112,0.952066116,0.459155919,0.437146793,0.164477534,0.305953421,0.198912486,0.33065656,576,605"
"MA,""Maranhão"",""Jenipapo dos Vieiras"",2105476,2000,""rural"",0.448407738,0.976403061,0.472706914,0.461552478,0.12781287,0.301223845,0.221032373,0.349930912,1531,1568"
"MA,""Maranhão"",""João Lisboa"",2105500,2000,""rural"",0.444065934,0.919247788,0.491771245,0.452059629,0.257547862,0.255916522,0.20965637,0.276879246,831,904"
"MA,""Maranhão"",""Joselândia"",2105609,2000,""rural"",0.427727227,0.932729625,0.466970478,0.435557198,0.197761088,0.325229124,0.18969931,0.287310477,2163,2319"
"MA,""Maranhão"",""Junco do Maranhão"",2105658,2000,""rural"",0.435324302,0.895348837,0.475037547,0.425324316,0.211876622,0.281851235,0.217455993,0.28881615,539,602"
"MA,""Maranhão"",""Lago da Pedra"",2105708,2000,""rural"",0.443077722,0.938892062,0.470223613,0.441489217,0.18886288,0.27984477,0.212424541,0.318867808,1644,1751"
"MA,""Maranhão"",""Lago do Junco"",2105807,2000,""rural"",0.443729615,0.939568345,0.483902137,0.45465913,0.167332253,0.299193761,0.211863768,0.321610217,1306,1390"
"MA,""Maranhão"",""Lago Verde"",2105906,2000,""rural"",0.464473136,0.961827646,0.501174011,0.48204302,0.197971718,0.286359092,0.181516926,0.334152264,1663,1729"
"NA,NA,NA,NA,2000,""rural"",0.466099022,0.962546816,0.494963869,0.476425896,0.153295,0.276324065,0.194454427,0.375926508,1285,1335"
"MA,""Maranhão"",""Lago dos Rodrigues"",2105948,2000,""rural"",0.448649826,0.911220715,0.50256782,0.457950208,0.216075699,0.284286511,0.20117061,0.29846718,739,811"
"MA,""Maranhão"",""Lagoa Grande do Maranhão"",2105963,2000,""rural"",0.48825257,0.994475138,0.509391534,0.506577217,0.146780057,0.270384316,0.212931706,0.369903921,1080,1086"
"MA,""Maranhão"",""Lajeado Novo"",2105989,2000,""rural"",0.423952096,0.864040661,0.483788515,0.418012949,0.15578635,0.267749873,0.220814938,0.355648838,680,787"
"MA,""Maranhão"",""Lima Campos"",2106003,2000,""rural"",0.470609782,0.949771689,0.520438416,0.494297673,0.206117826,0.251344426,0.181456269,0.361081479,832,876"
"MA,""Maranhão"",""Loreto"",2106102,2000,""rural"",0.398190943,0.926430518,0.441020075,0.408574456,0.08225138,0.321965988,0.239211784,0.356570848,1020,1101"
"MA,""Maranhão"",""Luís Domingues"",2106201,2000,""rural"",0.410921325,0.915492958,0.423614164,0.387815784,0.081714417,0.288522511,0.267193175,0.362569897,195,213"
"NA,NA,NA,NA,2000,""rural"",0.486519481,0.956076135,0.521175162,0.498283135,0.213397464,0.277061653,0.161346742,0.348194141,1306,1366"
"MA,""Maranhão"",""Maracaçumé"",2106326,2000,""rural"",0.467751323,0.961456103,0.491319334,0.472381972,0.150723668,0.298803061,0.217747941,0.33272533,449,467"
"MA,""Maranhão"",""Marajá do Sena"",2106359,2000,""rural"",0.493443223,0.988593156,0.520752747,0.514812602,0.16581027,0.284351689,0.211127172,0.338710869,1300,1315"
"MA,""Maranhão"",""Maranhãozinho"",2106375,2000,""rural"",0.440093537,0.975986278,0.477571345,0.466103079,0.154560589,0.280294401,0.209103654,0.356041356,569,583"
"NA,NA,NA,NA,2000,""rural"",0.52614841,0.973128599,0.55798347,0.542989672,0.200308037,0.256276459,0.186042401,0.357373103,1521,1563"
"MA,""Maranhão"",""Matinha"",2106508,2000,""rural"",0.446981293,0.928317536,0.487877959,0.452905665,0.168409677,0.272507568,0.217881479,0.341201276,1567,1688"
"NA,NA,NA,NA,2000,""rural"",0.465470238,0.975547631,0.490469974,0.478476821,0.147724248,0.3042321,0.220122438,0.327921214,1915,1963"
"MA,""Maranhão"",""Matões do Norte"",2106631,2000,""rural"",0.446336207,0.962926829,0.483140348,0.465228804,0.151512125,0.277160589,0.219965948,0.351361337,987,1025"
"NA,NA,NA,NA,2000,""rural"",0.484047619,0.978746015,0.517320718,0.506325591,0.165284094,0.266378492,0.212583079,0.355754335,921,941"
"MA,""Maranhão"",""Mirador"",2106706,2000,""rural"",0.476599327,0.971448468,0.514212323,0.499530773,0.191335548,0.295658148,0.207217942,0.305788361,1395,1436"
"MA,""Maranhão"",""Miranda do Norte"",2106755,2000,""rural"",0.45245098,0.9375,0.495942857,0.464946429,0.215078542,0.263471214,0.212005991,0.309444252,375,400"
"MA,""Maranhão"",""Mirinzal"",2106805,2000,""rural"",0.442857143,0.924932976,0.486280193,0.449776586,0.196205047,0.2548182,0.217067355,0.331909398,1035,1119"
"MA,""Maranhão"",""Monção"",2106904,2000,""rural"",0.477625232,0.964781217,0.505465129,0.487663262,0.1923117,0.274014538,0.211695282,0.32197848,1808,1874"
"MA,""Maranhão"",""Montes Altos"",2107001,2000,""rural"",0.447703412,0.952,0.478221289,0.455266667,0.13750183,0.27295358,0.226680334,0.362864255,1190,1250"
"MA,""Maranhão"",""Morros"",2107100,2000,""rural"",0.468216902,0.99167075,0.480384199,0.476382959,0.118790788,0.26826491,0.229831156,0.383113146,2024,2041"
"NA,NA,NA,NA,2000,""rural"",0.498236748,0.983870968,0.523764329,0.515316517,0.184500977,0.267279317,0.210269927,0.33794978,1159,1178"
"MA,""Maranhão"",""Nova Colinas"",2107258,2000,""rural"",0.420643939,0.917547569,0.453774413,0.416359609,0.048238509,0.29281621,0.244094107,0.414851174,434,473"
"MA,""Maranhão"",""Nova Iorque"",2107308,2000,""rural"",0.45643829,0.962151394,0.496337376,0.477551698,0.064655815,0.298946239,0.221975032,0.414422915,483,502"
"MA,""Maranhão"",""Nova Olinda do Maranhão"",2107357,2000,""rural"",0.510846561,0.959862385,0.552153382,0.529991263,0.164447925,0.285980711,0.21212855,0.337442814,837,872"
"MA,""Maranhão"",""Olho d'Água das Cunhãs"",2107407,2000,""rural"",0.423426015,0.893371758,0.473026114,0.422588171,0.25999383,0.304604793,0.176089498,0.259311879,620,694"
"MA,""Maranhão"",""Olinda Nova do Maranhão"",2107456,2000,""rural"",0.452756892,0.960264901,0.484008393,0.464776271,0.168215316,0.256346948,0.212488456,0.362949281,1305,1359"
"MA,""Maranhão"",""Paço do Lumiar"",2107506,2000,""rural"",0.228892963,0.42864483,0.402379525,0.172477903,0.29026458,0.271149444,0.195389316,0.243196661,3337,7785"
"MA,""Maranhão"",""Palmeirândia"",2107605,2000,""rural"",0.422053571,0.933423913,0.458711097,0.428171907,0.179288512,0.282551291,0.199177978,0.338982218,1374,1472"
"MA,""Maranhão"",""Paraibano"",2107704,2000,""rural"",0.453974654,0.916044776,0.492226748,0.450901741,0.159299359,0.307564996,0.188262878,0.344872767,491,536"
"NA,NA,NA,NA,2000,""rural"",0.456564766,0.967586509,0.47831598,0.462812089,0.135103161,0.294576945,0.215786485,0.354533409,2209,2283"
"NA,NA,NA,NA,2000,""rural"",0.477207207,0.972253052,0.505512068,0.491485651,0.136057165,0.287357249,0.186705594,0.389879992,876,901"
"MA,""Maranhão"",""Pastos Bons"",2108009,2000,""rural"",0.433465608,0.974193548,0.455814412,0.444051459,0.125312416,0.30631924,0.209502642,0.358865702,604,620"
"NA,NA,NA,NA,2000,""rural"",0.565095729,0.994610778,0.594835297,0.591629598,0.216088431,0.258091568,0.1799773,0.345842702,1661,1670"
"MA,""Maranhão"",""Paulo Ramos"",2108108,2000,""rural"",0.504076479,0.981301421,0.533957607,0.523973359,0.217685364,0.258962315,0.191685473,0.331666848,1312,1337"
"MA,""Maranhão"",""Pedreiras"",2108207,2000,""rural"",0.42609476,0.905783582,0.468978961,0.424793443,0.188853858,0.329945257,0.182109077,0.299091807,971,1072"
"MA,""Maranhão"",""Pedro do Rosário"",2108256,2000,""rural"",0.492887522,0.983708048,0.519725863,0.511258514,0.150887251,0.261251104,0.22181268,0.366048965,3019,3069"
"MA,""Maranhão"",""Penalva"",2108306,2000,""rural"",0.432676748,0.941391941,0.475052278,0.447210386,0.165278319,0.29525826,0.236404413,0.303059007,1799,1911"
"MA,""Maranhão"",""Peri Mirim"",2108405,2000,""rural"",0.455482193,0.958448753,0.487693825,0.467429539,0.122968746,0.27277003,0.24276274,0.361498483,1038,1083"
"MA,""Maranhão"",""Peritoró"",2108454,2000,""rural"",0.436355311,0.891880156,0.494260908,0.440821496,0.202420794,0.275886573,0.185851417,0.335841215,2054,2303"
"MA,""Maranhão"",""Pindaré-Mirim"",2108504,2000,""rural"",0.420359572,0.925438596,0.456067103,0.4220621,0.177525773,0.303381443,0.20214433,0.316948454,633,684"
"MA,""Maranhão"",""Pinheiro"",2108603,2000,""rural"",0.44397608,0.917123705,0.483906819,0.443802414,0.174898448,0.263749377,0.228890651,0.332461525,3010,3282"
"MA,""Maranhão"",""Pio XII"",2108702,2000,""rural"",0.430175824,0.922648515,0.475031139,0.438286775,0.190957865,0.302849997,0.187528994,0.318663144,1491,1616"
"MA,""Maranhão"",""Pirapemas"",2108801,2000,""rural"",0.4585462,0.985094851,0.482304972,0.475116144,0.109800566,0.336531606,0.201878221,0.351789607,727,738"
"MA,""Maranhão"",""Poção de Pedras"",2108900,2000,""rural"",0.452185374,0.935138988,0.492238313,0.460311238,0.197037343,0.26000671,0.195488916,0.347467031,1312,1403"
"MA,""Maranhão"",""Porto Franco"",2109007,2000,""rural"",0.390143369,0.846938776,0.448852553,0.380150632,0.171119064,0.289112929,0.226720777,0.31304723,332,392"
"MA,""Maranhão"",""Porto Rico do Maranhão"",2109056,2000,""rural"",0.396304411,0.908352668,0.429270814,0.38992929,0.175533045,0.277679394,0.215803641,0.33098392,783,862"
"MA,""Maranhão"",""Presidente Dutra"",2109106,2000,""rural"",0.415518109,0.913188648,0.450132759,0.411056125,0.234036175,0.299864138,0.177032012,0.289067675,1094,1198"
"MA,""Maranhão"",""Presidente Juscelino"",2109205,2000,""rural"",0.501649958,0.986687148,0.528727111,0.521688245,0.167589736,0.286350252,0.215051879,0.331008132,1927,1953"
"MA,""Maranhão"",""Presidente Médici"",2109239,2000,""rural"",0.451069703,0.936026936,0.484232614,0.45325477,0.220997895,0.274235483,0.220997895,0.283768726,278,297"
"MA,""Maranhão"",""Presidente Sarney"",2109270,2000,""rural"",0.466634051,0.965442765,0.493126665,0.47608557,0.158555449,0.284371503,0.224855152,0.332217897,2235,2315"
"MA,""Maranhão"",""Presidente Vargas"",2109304,2000,""rural"",0.454341737,0.925526451,0.489338566,0.452895786,0.12332895,0.346360615,0.203361136,0.326949299,1802,1947"
"NA,NA,NA,NA,2000,""rural"",0.465212092,0.958663647,0.498405198,0.477802945,0.164138421,0.276724342,0.224579284,0.334557952,1693,1766"
"MA,""Maranhão"",""Raposa"",2109452,2000,""rural"",0.326624839,0.7808,0.389227166,0.303908571,0.156626053,0.343524368,0.232400722,0.267448857,488,625"
"MA,""Maranhão"",""Riachão"",2109502,2000,""rural"",0.450120048,0.956689869,0.492653116,0.471316245,0.111582986,0.331193618,0.215254363,0.341969033,1237,1293"
"MA,""Maranhão"",""Ribamar Fiquene"",2109551,2000,""rural"",0.387700761,0.906918239,0.417720098,0.378837975,0.122851677,0.313216437,0.222105396,0.34182649,721,795"
"MA,""Maranhão"",""Rosário"",2109601,2000,""rural"",0.436094126,0.909377463,0.47961748,0.436153327,0.150864016,0.278240221,0.213067999,0.357827765,1154,1269"
"MA,""Maranhão"",""Sambaíba"",2109700,2000,""rural"",0.487651332,0.995106036,0.522099922,0.519544784,0.158565213,0.270555165,0.208691557,0.362188065,610,613"
"MA,""Maranhão"",""Santa Filomena do Maranhão"",2109759,2000,""rural"",0.432297346,0.940894569,0.47058776,0.442773467,0.151528167,0.312376518,0.194435377,0.341659938,589,626"
"MA,""Maranhão"",""Santa Helena"",2109809,2000,""rural"",0.472323149,0.964493597,0.510950657,0.492808637,0.169787762,0.282782748,0.203070381,0.344359109,1657,1718"
"MA,""Maranhão"",""Santa Inês"",2109908,2000,""rural"",0.428069196,0.897926635,0.482157659,0.432942204,0.251423108,0.30146214,0.188139741,0.258975011,563,627"
"MA,""Maranhão"",""Santa Luzia"",2110005,2000,""rural"",0.471832048,0.962685266,0.507227814,0.488300743,0.192561449,0.308824405,0.196247141,0.302367005,5521,5735"
"MA,""Maranhão"",""Santa Luzia do Paruá"",2110039,2000,""rural"",0.417998586,0.887049659,0.466752914,0.414033013,0.176970586,0.297694707,0.224425916,0.300908791,911,1027"
"NA,NA,NA,NA,2000,""rural"",0.511323867,0.991890522,0.535857849,0.531512321,0.165685458,0.28694973,0.197494341,0.349870471,1957,1973"
"MA,""Maranhão"",""Santa Rita"",2110203,2000,""rural"",0.42168856,0.897467573,0.470337233,0.422112415,0.224246415,0.262291484,0.191688616,0.321773486,1453,1619"
"NA,NA,NA,NA,2000,""rural"",0.513564815,0.988433228,0.539701114,0.533458515,0.205984775,0.272675221,0.182647812,0.338692191,1880,1902"
"NA,NA,NA,NA,2000,""rural"",0.512639509,0.99537037,0.535828192,0.533347506,0.178256672,0.282110559,0.208726384,0.330906385,1505,1512"
"MA,""Maranhão"",""Santo Antônio dos Lopes"",2110302,2000,""rural"",0.39835697,0.909041689,0.43664029,0.396924227,0.169140333,0.329869118,0.205676984,0.295313566,1679,1847"
"NA,NA,NA,NA,2000,""rural"",0.514235056,0.992786885,0.540029565,0.53613427,0.119862316,0.295476916,0.208011788,0.37664898,1514,1525"
"MA,""Maranhão"",""São Bento"",2110500,2000,""rural"",0.453017241,0.944943148,0.487369945,0.46053689,0.156908426,0.272559357,0.218446602,0.352085615,1579,1671"
"NA,NA,NA,NA,2000,""rural"",0.484832134,0.946402349,0.524664746,0.496543948,0.222536729,0.297947846,0.162862665,0.31665276,1289,1362"
"MA,""Maranhão"",""São Domingos do Azeitão"",2110658,2000,""rural"",0.467844061,0.884875847,0.512943392,0.453891218,0.205148548,0.265657008,0.195734805,0.333459639,392,443"
"MA,""Maranhão"",""São Domingos do Maranhão"",2110708,2000,""rural"",0.47101285,0.951273533,0.511218748,0.486308865,0.212633006,0.277153507,0.193114199,0.317099288,1718,1806"
"MA,""Maranhão"",""São Félix de Balsas"",2110807,2000,""rural"",0.464863749,0.969036697,0.481011553,0.466117846,0.110713428,0.289290087,0.22406289,0.375933595,845,872"
"MA,""Maranhão"",""São Francisco do Brejão"",2110856,2000,""rural"",0.392303433,0.837742504,0.454611529,0.380847401,0.200286675,0.268978444,0.222779646,0.307955235,475,567"
"NA,NA,NA,NA,2000,""rural"",0.525719519,0.994261119,0.547667148,0.544524151,0.147330054,0.254918321,0.200026348,0.397725277,2079,2091"
"MA,""Maranhão"",""São João Batista"",2111003,2000,""rural"",0.472714833,0.95645933,0.49989995,0.478133971,0.189132393,0.253927749,0.230911638,0.32602822,1999,2090"
"MA,""Maranhão"",""São João do Carú"",2111029,2000,""rural"",0.520640756,0.975135624,0.555393293,0.541583785,0.222874553,0.269063287,0.207014566,0.301047594,2157,2212"
"MA,""Maranhão"",""São João do Paraíso"",2111052,2000,""rural"",0.44163961,0.949201742,0.480617446,0.456202917,0.129245697,0.263396104,0.222643467,0.384714732,1308,1378"
"MA,""Maranhão"",""São João do Soter"",2111078,2000,""rural"",0.440361865,0.949604743,0.475607007,0.451638669,0.161904936,0.290353164,0.19800536,0.34973654,1922,2024"
"NA,NA,NA,NA,2000,""rural"",0.385089774,0.870333988,0.434107277,0.377818318,0.101399034,0.320663613,0.202240931,0.375696422,443,509"
"MA,""Maranhão"",""São José de Ribamar"",2111201,2000,""rural"",0.262195613,0.5174723,0.406812885,0.210514399,0.26938241,0.277817178,0.214911018,0.237889394,4250,8213"
"MA,""Maranhão"",""São José dos Basílios"",2111250,2000,""rural"",0.428487676,0.95329087,0.460780571,0.439257911,0.245903054,0.277119249,0.184189933,0.292787764,898,942"
"MA,""Maranhão"",""São Luís"",2111300,2000,""rural"",0.319833363,0.719053052,0.421393627,0.303004373,0.230624412,0.291418262,0.208738626,0.269218701,2521,3506"
"MA,""Maranhão"",""São Luís Gonzaga do Maranhão"",2111409,2000,""rural"",0.491917293,0.98799808,0.518244713,0.512024781,0.176738475,0.282531533,0.193347472,0.34738252,2058,2083"
"MA,""Maranhão"",""São Mateus do Maranhão"",2111508,2000,""rural"",0.478897125,0.943600868,0.511165846,0.482336535,0.182701574,0.285014456,0.209042724,0.323241246,870,922"
"MA,""Maranhão"",""São Pedro da Água Branca"",2111532,2000,""rural"",0.425428571,0.938953488,0.476028306,0.446968439,0.196738827,0.286165567,0.203939422,0.313156183,323,344"
"MA,""Maranhão"",""São Pedro dos Crentes"",2111573,2000,""rural"",0.501857143,0.98600311,0.534212108,0.5267348,0.14172232,0.277785589,0.202565905,0.377926186,634,643"
"MA,""Maranhão"",""São Raimundo das Mangabeiras"",2111607,2000,""rural"",0.496682947,0.969230769,0.522878444,0.506789877,0.12970714,0.285861659,0.203726945,0.380704256,693,715"
"MA,""Maranhão"",""São Raimundo do Doca Bezerra"",2111631,2000,""rural"",0.461734694,0.968454259,0.499090016,0.483345851,0.232779786,0.262874369,0.171710056,0.332635788,921,951"
"MA,""Maranhão"",""São Roberto"",2111672,2000,""rural"",0.490952381,0.997701149,0.515865701,0.514679803,0.135113578,0.279160286,0.215671261,0.370054875,434,435"
"MA,""Maranhão"",""São Vicente Ferrer"",2111706,2000,""rural"",0.471985653,0.945799458,0.507530018,0.480021616,0.195127279,0.247819877,0.192203646,0.364849198,1396,1476"
"MA,""Maranhão"",""Satubinha"",2111722,2000,""rural"",0.443131868,0.898031297,0.504933216,0.453445831,0.209568062,0.277846987,0.179947837,0.332637114,1779,1981"
"MA,""Maranhão"",""Senador Alexandre Costa"",2111748,2000,""rural"",0.438108108,0.91292876,0.486629507,0.444258073,0.217521954,0.286812223,0.201083191,0.294582632,692,758"
"MA,""Maranhão"",""Senador La Rocque"",2111763,2000,""rural"",0.442453592,0.918444166,0.487857793,0.448070144,0.2296199,0.259955863,0.195816971,0.314607266,732,797"
"MA,""Maranhão"",""Serrano do Maranhão"",2111789,2000,""rural"",0.444994786,0.996491228,0.461037056,0.459419382,0.078283402,0.273355458,0.293221803,0.355139337,568,570"
"MA,""Maranhão"",""Sítio Novo"",2111805,2000,""rural"",0.496194635,0.987869598,0.518221686,0.511935449,0.157721032,0.286193327,0.203471767,0.352613874,1303,1319"
"MA,""Maranhão"",""Sucupira do Norte"",2111904,2000,""rural"",0.462035753,0.973633441,0.487076178,0.474233655,0.113569588,0.275392126,0.218663834,0.392374452,1514,1555"
"NA,NA,NA,NA,2000,""rural"",0.404715673,0.906458797,0.446402246,0.404645243,0.132096242,0.320608586,0.201092939,0.346202233,407,449"
"MA,""Maranhão"",""Tasso Fragoso"",2112001,2000,""rural"",0.445763547,0.97723824,0.471169772,0.460445119,0.084038229,0.318301659,0.230693178,0.366966934,644,659"
"MA,""Maranhão"",""Timbiras"",2112100,2000,""rural"",0.530274415,0.992371706,0.555166217,0.550931246,0.128706551,0.278182374,0.202208196,0.390902879,1431,1442"
"NA,NA,NA,NA,2000,""rural"",0.424863492,0.916096955,0.467125412,0.427932167,0.148865098,0.307533508,0.200993817,0.342607577,1474,1609"
"MA,""Maranhão"",""Trizidela do Vale"",2112233,2000,""rural"",0.454464286,0.948598131,0.479615294,0.454962172,0.223393329,0.301281424,0.196982295,0.278342952,203,214"
"MA,""Maranhão"",""Tufilândia"",2112274,2000,""rural"",0.455251604,0.940406977,0.488316037,0.459215808,0.189117902,0.278797242,0.195787332,0.336297524,647,688"
"MA,""Maranhão"",""Tuntum"",2112308,2000,""rural"",0.456284239,0.968660969,0.487216387,0.471947497,0.193677281,0.285233814,0.197522081,0.323566824,2040,2106"
"MA,""Maranhão"",""Turiaçu"",2112407,2000,""rural"",0.462892604,0.987742191,0.483933814,0.478001845,0.13690509,0.295869409,0.221488446,0.345737054,2498,2529"
"MA,""Maranhão"",""Turilândia"",2112456,2000,""rural"",0.469303086,0.983548766,0.513238892,0.504795479,0.14490866,0.287877444,0.203021771,0.364192125,837,851"
"NA,NA,NA,NA,2000,""rural"",0.462663422,0.941810345,0.508105408,0.47853893,0.208293867,0.297741383,0.180360507,0.313604243,2622,2784"
"NA,NA,NA,NA,2000,""rural"",0.472806122,0.976933514,0.487301587,0.476061252,0.06982899,0.307105049,0.226180782,0.396885179,720,737"
"MA,""Maranhão"",""Vargem Grande"",2112704,2000,""rural"",0.488466899,0.987358916,0.514941102,0.508431689,0.147845427,0.295098881,0.213237377,0.343818315,2187,2215"
"MA,""Maranhão"",""Viana"",2112803,2000,""rural"",0.462632696,0.950360628,0.499644983,0.47484292,0.183389141,0.25471955,0.222989963,0.338901346,2240,2357"
"MA,""Maranhão"",""Vila Nova dos Martírios"",2112852,2000,""rural"",0.413662791,0.88170564,0.471859446,0.416041134,0.249618212,0.267251287,0.225412094,0.257718406,641,727"
"MA,""Maranhão"",""Vitória do Mearim"",2112902,2000,""rural"",0.4708636,0.956775701,0.503245828,0.48149338,0.216846277,0.29074587,0.207141269,0.285266584,1638,1712"
"MA,""Maranhão"",""Vitorino Freire"",2113009,2000,""rural"",0.424564103,0.934326337,0.468169427,0.437423026,0.191928535,0.286602961,0.19751171,0.323956794,1380,1477"
"MA,""Maranhão"",""Zé Doca"",2114007,2000,""rural"",0.452881863,0.931955645,0.499469469,0.465483391,0.182995684,0.298134981,0.210104724,0.308764612,1849,1984"
"MT,""Mato Grosso"",""Acorizal"",5100102,2000,""rural"",0.347107584,0.774422735,0.435594146,0.33733401,0.103991676,0.325577314,0.217385854,0.353045157,436,563"
"MT,""Mato Grosso"",""Água Boa"",5100201,2000,""rural"",0.326419571,0.734985701,0.406654932,0.29888556,0.150702824,0.288381948,0.258233789,0.30268144,771,1049"
"MT,""Mato Grosso"",""Alta Floresta"",5100250,2000,""rural"",0.327009729,0.741112124,0.38440813,0.284889526,0.104792016,0.317309157,0.265122657,0.312776169,813,1097"
"MT,""Mato Grosso"",""Alto Araguaia"",5100300,2000,""rural"",0.268671679,0.570342205,0.334753968,0.190924316,0.069702933,0.404111051,0.240403993,0.285782024,300,526"
"MT,""Mato Grosso"",""Alto Boa Vista"",5100359,2000,""rural"",0.360930736,0.791390728,0.429966129,0.340271208,0.138670065,0.272474513,0.240963855,0.347891566,717,906"
"MT,""Mato Grosso"",""Alto Garças"",5100409,2000,""rural"",0.276166426,0.542234332,0.370339794,0.200810951,0.081413756,0.36410041,0.257325623,0.297160211,199,367"
"MT,""Mato Grosso"",""Alto Paraguai"",5100508,2000,""rural"",0.334983127,0.819126819,0.404665216,0.331472131,0.112896482,0.330326743,0.229376979,0.327399797,394,481"
"MT,""Mato Grosso"",""Alto Taquari"",5100607,2000,""rural"",0.199673203,0.272151899,0.339368771,0.092359855,0.256975037,0.325501713,0.215369555,0.202153696,43,158"
"MT,""Mato Grosso"",""Apiacás"",5100805,2000,""rural"",0.368668831,0.86036036,0.424594864,0.36530459,0.112518716,0.307756672,0.252341388,0.327383224,382,444"
"MT,""Mato Grosso"",""Araguaiana"",5101001,2000,""rural"",0.273039216,0.598130841,0.350037202,0.209368046,0.128334573,0.358964821,0.241524073,0.271176533,128,214"
"MT,""Mato Grosso"",""Araguainha"",5101209,2000,""rural"",0.302240896,0.66,0.371356421,0.245095238,0.204002331,0.272003109,0.250631436,0.273363124,33,50"
"MT,""Mato Grosso"",""Araputanga"",5101258,2000,""rural"",0.293268243,0.52854512,0.416500747,0.220139437,0.19868539,0.280250971,0.236629818,0.284433821,287,543"
"MT,""Mato Grosso"",""Arenápolis"",5101308,2000,""rural"",0.31797862,0.733624454,0.351587302,0.257933042,0.148137698,0.383747178,0.228555305,0.239559819,168,229"
"MT,""Mato Grosso"",""Aripuanã"",5101407,2000,""rural"",0.424953315,0.93431221,0.471499468,0.44052771,0.085958449,0.303924517,0.25242463,0.357692404,1209,1294"
"MT,""Mato Grosso"",""Barão de Melgaço"",5101605,2000,""rural"",0.387870855,0.923857868,0.424836473,0.392488518,0.085682613,0.325486151,0.257740689,0.331090548,728,788"
"MT,""Mato Grosso"",""Barra do Bugres"",5101704,2000,""rural"",0.288109327,0.566568047,0.406166853,0.230121161,0.159100649,0.346057304,0.226138729,0.268703318,383,676"
"MT,""Mato Grosso"",""Barra do Garças"",5101803,2000,""rural"",0.247001764,0.437333333,0.367610337,0.160768254,0.020733778,0.38841278,0.245843371,0.345010071,164,375"
"MT,""Mato Grosso"",""Brasnorte"",5101902,2000,""rural"",0.311629073,0.730964467,0.405654762,0.296519217,0.069902992,0.315276759,0.253321921,0.361498329,432,591"
"MT,""Mato Grosso"",""Cáceres"",5102504,2000,""rural"",0.342706295,0.749467405,0.442781342,0.331850184,0.136739647,0.314779376,0.232118074,0.316362903,1759,2347"
"MT,""Mato Grosso"",""Campinápolis"",5102603,2000,""rural"",0.362496303,0.78372434,0.443113279,0.347278662,0.134054456,0.302238262,0.220760094,0.342947187,1069,1364"
"MT,""Mato Grosso"",""Campo Novo do Parecis"",5102637,2000,""rural"",0.165683564,0.339233038,0.372215321,0.126267734,0.099288019,0.346534653,0.252808989,0.301368339,115,339"
"MT,""Mato Grosso"",""Campo Verde"",5102678,2000,""rural"",0.266112731,0.564439141,0.366852915,0.207066144,0.109496563,0.327048944,0.262627094,0.300827399,473,838"
"MT,""Mato Grosso"",""Campos de Júlio"",5102686,2000,""rural"",0.234453782,0.394736842,0.38234127,0.150924185,0.217955371,0.308770109,0.200830306,0.272444214,60,152"
"MT,""Mato Grosso"",""Canabrava do Norte"",5102694,2000,""rural"",0.423926895,0.894941634,0.481566598,0.430973998,0.163265452,0.295432723,0.221843248,0.319458576,690,771"
"MT,""Mato Grosso"",""Canarana"",5102702,2000,""rural"",0.290700041,0.67833698,0.378195084,0.256543712,0.078897667,0.429317033,0.220547917,0.271237383,310,457"
"MT,""Mato Grosso"",""Carlinda"",5102793,2000,""rural"",0.361899962,0.764089776,0.440469974,0.336558603,0.151526378,0.283046829,0.254149378,0.311277416,1532,2005"
"MT,""Mato Grosso"",""Castanheira"",5102850,2000,""rural"",0.382465278,0.833768494,0.435274381,0.362918065,0.103119272,0.29377002,0.253944055,0.349166652,958,1149"
"MT,""Mato Grosso"",""Chapada dos Guimarães"",5103007,2000,""rural"",0.345103093,0.767337808,0.416423712,0.319537658,0.07176196,0.353267211,0.254667445,0.320303384,686,894"
"MT,""Mato Grosso"",""Cláudia"",5103056,2000,""rural"",0.292756539,0.612847222,0.405429651,0.248466435,0.242808897,0.305112379,0.216606498,0.235472225,353,576"
